CRASH_CARRIER_ID	CRASH_ID	CARRIER_SOURCE_CODE	CRASH_CARRIER_NAME	CRASH_CARRIER_STREET	CRASH_CARRIER_CITY	CRASH_CARRIER_CITY_CODE	CRASH_CARRIER_STATE	CRASH_CARRIER_ZIP_CODE	CRASH_COLONIA	PREFIX	DOCKET_NUMBER	CRASH_CARRIER_INTERSTATE	NO_ID_FLAG	STATE_NUMBER	STATE_ISSUING_NUMBER
3720919	3720922		D J HARCEG TRUCKING LLC	1021 PIERCE ROAD	SOUTHPORT		NC	28461-9669			403943	Y	0		
3720920	3720923		PARRISH'S WRECKER SERVICE	315 CROSS PLAINS INDUSTRIAL BLVD	DALTON		GA	30721			281694	Y	0		
3720921	3720924		US FREIGHT EXPRESS LLC	12524 TOWER HILL RD	MIDLAND		VA	22728			729359	Y	0		
3720922	3720925		FOSS AUTO RECYCLING TRANSPORTATION	7037 HWY 70 W	LA GRANGE		NC	28551			91202	Y	0		
3721373	3721376		LARRY E THOMAS	633 N CO RD 375 W	PAOLI		IN	47454				Y	0		
3721374	3721377		JERRY W BAILEY TRUCKING INC	12609 INDIANAPOLIS RD	YODER		IN	46798-9733			228498	Y	0		
3721375	3721378		WALLACE PORK SYSTEMS LTD	7567 W 950S	WINAMAC		IN	46996				Y	0		
3721376	3721379		SENSENIG TRUCKING INC	0855 N 600 WEST	LAGRANGE		IN	46761			316955	Y	0		
3721377	3721380		L & L CARTAGE SERVICES INC	4931 W RIVERSIDE DR	GARY		IN	46406			415005	Y	0		
3721380	3721383		DX XPRESS INC	8208 CAMINO COLOMBIA	LAREDO		TX	78045				Y	0		
3721381	3721384		TRIPLE CROWN SERVICES COMPANY	2720 DUPONT COMMERCE COURT	FORT WAYNE		IN	46825				Y	0		
3721382	3721385		FLOWERS BAKING CO OF OHIO LLC	8071 WALES RD	NORTHWOOD		OH	43619				Y	0		
3721383	3721386		MATHESON-TRIGAS INC	909 LAKE CAROLYN PARKWAY SUITE	IRVING		TX	75039				Y	0		
3721384	3721387		CONTRANS FLATBED GROUP GP INC	PO BOX 609	HAGERSVILLE		ON	N0A 1H0				Y	0		
3721385	3721388		ROY A NELSON JR TRUCKING	571 CEDARDALE 28TH RD	CORNELL		MI	49818				Y	0		
3721386	3721389		R E M TRANSPORT LTD	PO BOX 481	ST  STEPHEN		NB	E3L 3A6				Y	0		
3721387	3721390		W W TRANSPORT INC	701 EAST MT PLEASANT STREET	WEST BURLINGTON		IA	52655				Y	0		
3721388	3721391		ALLEGAN COUNTY ROAD COMMISSION	1308  LINCOLN RD	ALLEGAN		MI	49010				X	0		
3721389	3721392		HIGHLANDER TRANSPORTATION INC	1300 LUNT AVE	ELK GROVE VILLAGE		IL	60007				Y	0		
3721390	3721393		MG LOGISTICS INC	10505 DELTA PKWY	SCHILLER PARK		IL	60176				Y	0		
3721391	3721394		ERICKSON FLOORING AND SUPPLY	1013 ORCHARD	FERNDALE		MI	48220				Y	0		
3721392	3721395		CAPITAL AREA TRANSPORTATION AUTHORITY	4615  TRANTER ST	LANSING		MI	48910				X	0		
3721393	3721396		CITY OF GRAND RAPIDS	333 MARKET AVENUE SW	GRAND RAPIDS		MI	49503				X	0		
3721394	3721397		ALLIED WASTE SYSTEMS INC	18500 NORTH ALLIED WAY	PHOENIX		AZ	85054				Y	0		
3721395	3721398		LAKEVIEW COMMUNITY SCHOOLS	123  FIFTH ST	LAKEVIEW		MI	48850				X	0		
3721396	3721399		SECURE LOGISTICS LLC	700 W RANDALL STREET	COOPERSVILLE		MI	49404				Y	0		
3721397	3721400		CARO COMMUNITY SCHOOLS	301 N HOOPER ST	CARO		MI	48723				X	0		
3721398	3721401		GUICHO'S TRUCKING LLC	2506 S VETERANS  BLVD	SAN JUAN		TX	78589				Y	0		
3721400	3721403		SPEEDY TRANSPORT GROUP INC	265 RUTHERFORD ROAD SOUTH #102	BRAMPTON		ON	L6W 1V9				Y	0		
3721403	3721406		BOUGALIS CONSTRUCTION INC	800 GREY HOUND BLVD	HIBBING		MN	55746			488438	Y	0		
3721404	3721407		ADVANCED AUDIO INC	PO BOX 305	GILBERT		MN	55741-0305				Y	0		
3721405	3721408		JUSTIN MICHAEL PAHLS	608 E 7TH ST	MERRILL		WI	54452			92440	Y	0		
3721406	3721409		LLOYDS CONSTRUCTION SERVICE INC	7207 W 128TH STREET	SAVAGE		MN	55378			478512	Y	0		
3721407	3721410		VARIED VENTURES INC	9799 LANCASTER LANE N	MAPLE GROVE		MN	55369-3859				N	0		
3721408	3721411		AJS TOOLS LLC	21986 181ST ST NW	BIG LAKE		MN	55309-8245				N	0		
3721409	3721412		FIRST STUDENT INC	600 VINE ST SUITE 1400	CINCINNATI		OH	45202			191534	Y	0		
3721415	3721418		COLUMBIA PUBLIC WORKS	701 E BROADWAY	COLUMBIA		MO	65201				X	0		
3721416	3721419		GRISHAM BROTHERS LLC	215 EAST MAIN	WEST PLAINS		MO	65775				N	0		
3721417	3721420		NEWKIRK LOGISTICS INC	750 ROYAL LANE SUITE 200	DALLAS		TX	75261			670262	Y	0		
3721418	3721421		HIGHWAY TRAILER SALES INC	1850 N SOUTHERN ROAD	KANSAS CITY		MO	64120				Y	0		
3721419	3721422		IOWA MOTOR TRUCK TRANSPORT INC	PO BOX 38	GARNER		IA	50438			197007	Y	0		
3721420	3721423		UNKNOWN	UNKNOWN	UNKNOWN		UK	99999				N	0		
3721421	3721424		JAY ALLEN CRAIN	958 E 550TH RD	MORRISVILLE		MO	65710				X	0		
3721429	3721432		UNKNOWN	UNKNOWN	UNKNOWN		UK	99999				N	0		
3721430	3721433		BILLY JAMES INGRAM	RT 3 BOX 7655	DONIPHAN		MO	63935				X	0		
3721431	3721434		FIRST STUDENT INC	600 VINE ST SUITE 1400	CINCINNATI		OH	45202			191534	Y	0		
3721432	3721435		OATS INC	2501 MAGUIRE BLVD STE 101	COLUMBIA		MO	65201			301848	Y	0		
3721436	3721439		THE TOWNSEND CORPORATION	PO BOX 7015	MUNCIE		IN	47305				Y	0		
3721437	3721440		BRITTON TRANSPORT INC	1651 N 48TH ST	GRAND FORKS		ND	58203			157782	Y	0		
3726284	3726287		MIDWEST LOGISTICS SYSTEMS LTD	8779 STATE ROUTE 703	CELINA		OH	45822			346709	Y	0		
3726285	3726288		HERD PACK TRUCKING LLC	8708 TANDY RD NE	LANESVILLE		IN	47136			979569	Y	0		
3726286	3726289		RENEGADE ENTERPRISES INC	ISLAND CREEK RD	PHYLLIS		KY	41554				N	0		
3726287	3726290		RICH LOGISTICS	6011 SCOTT HAMILTON DRIVE	LITTLE ROCK		AR	72209			311647	Y	0		
3726288	3726291		FEDEX GROUND	1000 FEDEX DRIVE	CORAOPOLIS		PA	15108			13835	Y	0		
3726289	3726292		IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES INC	1 FEDERAL STREET	BOSTON		MA	02110			830455	Y	0		
3726291	3726294		KENTUCKY TRANSPORTATION CABINET	200 MERO ST	FRANKFORT		KY	40601				X	0		
3726292	3726295		TRUCKING TIMES INC	4255 WESTBROOK DR UNIT 224B	AURORA		IL	60504			619372	Y	0		
3726293	3726296		AVERITT	1415 NEAL STREET	COOKEVILLE		TN	38502-3166			843369	Y	0		
3726295	3726298		UNKNOWN	UNKNOWN	UNKNOWN		UK	99999				X	0		
3726297	3726300		HAYWOOD COUNTY SCHOOLS	900 EAST MAIN STREET	BROWNSVILLE		TN	38012				X	0		
3726298	3726301		DURHAM SCHOOL SERVICES	2601 NAVISTAR DRIVE	LISLE		IL	60532			163066	Y	0		
3726299	3726302		DKW TRANSPORT LLC	11 N HOOD ROAD	LAWRENCEBURG		TN	38464			979273	Y	0		
3726300	3726303		TRULINE CORPORATION	9390 REDWOOD STREET	LAS VEGAS		NV	89139			138206	Y	0		
3726301	3726304		ATLAS LOGISTICS GROUP RETAIL SERVICES ATLANTA LLC	2000 ANVIL BLOCK ROAD	FOREST PARK		GA	30297			528439	N	0		
3726302	3726305		WASTE PRO OF MISSISSIPPI INC	4205 BEASLEY ROAD	GAUTIER		MS	39553				Y	0		
3726303	3726306		PUMA TRANSPORTATION INC	1266 DARDING DR	ST LOUIS		MO	63125			814092	Y	0		
3726304	3726307		KRV TRUCKING LLC	195 PROSPECT PLAINS RD	MONROE TWP		NJ	08831			385828	Y	0		
3726305	3726308		WEST TN TRANSPORTATION LLC	5401 HWY 45	SHARON		TN	38255			908092	Y	0		
3726306	3726309		MARTEN TRANSPORT LTD	129 MARTEN STREET	MONDOVI		WI	54755			103798	Y	0		
3726307	3726310		ELLIS MOVING AND STORAGE LLC	740 HICKORY INDUSTRIAL DRIVE	OLD HICKORY		TN	37138			414216	Y	0		
3726308	3726311		UNKNOWN	UNKNOWN	UNKNOWN		UK	99999				X	0		
3726309	3726312		GL LOGISTICS CO LLC	1423 RAMON AYALA	HIDALGO		TX	78557			885633	Y	0		
3726310	3726313		WILLDWOOD SERVICE INC	18451 W GAGES LAKE RD	GRAYSLAKE		IL	60030-1779			233674	Y	0		
3726311	3726314		DURAM SCHOOL SERVICES	1681 GETWELL	MEMPHIS		TN	38111				N	0		
3726312	3726315		BILL B HILL LUMBER CO INC	RTE 2	TRINITY		NC	27370				Y	0		
3726313	3726316		HOBBY LOBBY STORES INC	7707 SW 44TH STREET	OKLAHOMA CITY		OK	73179			238758	Y	0		
3726314	3726317		E TN PIPE LINE	581 ESLINGER RD	NEW MARKET		TN	37820				N	0		
3726315	3726318		BRYAN TRUCK LINE INC	14020 US ROUTE 20A	MONTPELIER		OH	43543-9347			61470	Y	0		
3726316	3726319		IQ LOGISTICS INC	1-7385 BREN RD	MISSISSAUGA		ON	L4T 1H3			11548	Y	0		
3726317	3726320		TRUCKMOVERS	2310 S REDWOOD AVE	INDEPENDENCE		MO	64057			180587	Y	0		
3726318	3726321		TFI TRANSPORT 1	1200 PERE DANIEL	TROIS-RIVIERES		PQ	G9A 5R6			214913	Y	0		
3726319	3726322		AIM 3PL SERVICES	1500 TRUMBULL ROAD	GIRARD		OH	44420			244504	Y	0		
3726320	3726323		GOLD STAR CARRIERS INC	180 S WESTERN AVE ROUTE 31 #276	CARPENTERSVILLE		IL	60110			785729	Y	0		
3726321	3726324		C R ENGLAND INC	4701 W 2100 S	SALT LAKE CITY		UT	84120			124679	Y	0		
3726322	3726325		BLUE WATER TRUCKING INC	14889 33 MILE ROAD	ROMEO		MI	48065			238484	Y	0		
3726323	3726326		ERINA TRANSPORTATION LLC	10651 STEPPINGTON DR #3056	DALLAS		TX	75230			899329	Y	0		
3726324	3726327		HEADIN OUT TRANSPORT LLC	1206 6TH ST NW	DODGE CENTER		MN	55927				Y	0		
3726325	3726328		WEST CONTAINER REPAIR INC	2525 KREUTZER DRIVE	COLUMBUS		IN	47201-7243			199835	Y	0		
3726326	3726329		INTRA CITY DISPATCH INC	1041 E KEATING AVE	MUSKEGON		MI	49442			198126	Y	0		
3726327	3726330		1100 TRANSPORT LLC	11514 N 1100 E	ODON		IN	47562			933032	Y	0		
3726328	3726331		CASCADE EXPRESS INC	4616 LONGVIEW DRIVE	NORTH HIGHLANDS		CA	95660			751275	Y	0		
3726329	3726332		ZWAAGSTRA TRUCKING LTD	314 SAINT CATHARINES STREET	SMITHVILLE		ON	L0R 2A0			425502	Y	0		
3726330	3726333		DAYTON FREIGHT	6450 POE AVENUE SUITE 311	DAYTON		OH	45414			189528	Y	0		
3726331	3726334		ELMER BUCHTA TRUCKING LLC	2174 N STATE ROAD 257	OTWELL		IN	47564-0068			341167	Y	0		
3726332	3726335		MARTS TRUCKING LLC	2024 FIELDHOUSE AVE	ELKHART		IN	46517			776531	Y	0		
3726333	3726336		TIKAL INC	160 W CARMEL DR STE 186	CARMEL		IN	46032				Y	0		
3726334	3726337		TEPA LLC	3060 ANGELINA STREET	PORTAGE		IN	46368			783978	Y	0		
3726337	3726340		WOSOBA TRUCKING LLC	7020 S 151 RD	EL DORADO SPRINGS		MO	64744			398483	Y	0		
3726338	3726341		CONTINENTAL FREIGHT SERVICES INC	9029 E MISSISSIPPI AVE F104	DENVER		CO	80247			922348	Y	0		
3726339	3726342		DOHRN TRANSFER CO LLC	625 THIRD AVE	ROCK ISLAND		IL	61201			169753	Y	0		
3726340	3726343		SPRINGFIELD SEALING SERVICE INC	3809 E ENGERY PLACE	SPRINGFIELD		MO	65803				Y	0		
3726341	3726344		LIFT TRUCK SALES & SERVICE INC	2720 NICHOLSON AVE	KANSAS CITY		MO	64120			507173	Y	0		
3726342	3726345		BRINKLEY ELITE PAINTING LLC	1156 SAINT CHARLES AVE	SAINT CHARLES		MO	63301				N	0		
3726343	3726346		GREGORY MAPLES	3 LEISURE ROAD	ELDON		MO	65026				N	0		
3726344	3726347		MODOT	105 W CAPITOL AVE	JEFFERSON CITY		MO	65101				X	0		
3726345	3726348		AMERICAN CENTRAL TRANSPORT INC	8731 NE PARVIN ROAD	KANSAS CITY		MO	64161			138741	Y	0		
3726346	3726349		MURPHY BROWN LLC	2822 HWY 24 WEST	WARSAW		NC	28398				Y	0		
3726347	3726350		US XPRESS INC	4080 JENKINS ROAD	CHATTANOOGA		TN	37421			188121	Y	0		
3726348	3726351		HAMPL TRANSPORTATION INC	140 ANN STREET	MORSE BLUFF		NB	68648			215912	Y	0		
3726349	3726352		M AND J CARRIERS LLC	14218 BUSINESS AVE	LAREDO		TX	78045			804089	Y	0		
3726350	3726353		K & B TRANSPORTATION INC	4700 DAKOTA AVE	SOUTH SIOUX CITY		NB	68776			205685	Y	0		
3737251	3737254		TAM D T TRUCKING CORP	129 WALNUT ST FL 1	NEWARK		NJ	07105-1213				Y	0		
3737252	3737255		EBO LOGISTICS LLC	485 ROUTE 1 SO BUILDING F SUITE 310	ISELIN		NJ	08830			444616	Y	0		
3737253	3737256		J B HUNT TRANSPORT INC	615 J B HUNT CORPORATE DRIVE	LOWELL		AR	72745			135797	Y	0		
3737254	3737257		TITUS TRANSPORT HOLDINGS LLC	2500 W COURT RD # 300	DENTON		TX	76207			664414	Y	0		
3737255	3737258		CUSTOM COURIER SOLUTIONS INC	1600 LEXINGTON AVE	ROCHESTER		NY	14606			11955	Y	0		
3737256	3737259		ADVANCED DISPOSAL SERVICES EASTERN PA INC	90 FORT WADE RD #200	PONTE VEDRA		FL	32081				Y	0		
3737257	3737260		AMP AMERICAN PETROLEUM LLC	606 LEXINGTON AVE	WARREN		PA	16365			738161	Y	0		
3737258	3737261		DLH TRUCKING CO	9831 OMEGA DR	MOLINE ACRES		MO	63136			781813	Y	0		
3737259	3737262		FIKE LOGISTICS INC	1276 STATE LINE RD W	HAZEL		KY	42049			762349	Y	0		
3737260	3737263		STEVENS TRANSPORTATION CO INC	527 MORLEY DRIVE	SAGINAW		MI	48601			128998	Y	0		
3737261	3737264		CONTRACT FREIGHTERS INC	4701 E 32ND STREET	JOPLIN		MO	64804			5228	Y	0		
3737262	3737265		LINDY PAVING INC	1807 SHENANGO ROAD	NEW GALILEE		PA	16141				Y	0		
3737263	3737266		CLASS 1 TRANSPORT INC	PO BOX 175	MCVEYTOWN		PA	17051			223155	Y	0		
3737264	3737267		T L BAINEY INC	P O BOX 36	PHILIPSBURG		PA	16866			238703	Y	0		
3737265	3737268		WERNER ENTERPRISES INC	14507 FRONTIER ROAD	OMAHA		NE	68138			138328	Y	0		
3737266	3737269		EEJO TRANSPORT LLC	6383 LAKEWOOD DR	FALLS CHURCH		VA	22041			593086	Y	0		
3737267	3737270		PI & I MOTOR EXPRESS INC	908 BROADWAY AVENUE EXT	MASURY		OH	44438			112063	Y	0		
3737268	3737271		CHOICE AUTO TRANSPORT LLC	5369 MANAYUNK RD APT B	HARRISBURG		PA	17109			930540	Y	0		
3737269	3737272		A & S SERVICES GROUP LLC	310 N ZARFOSS DRIVE	YORK		PA	17404			164166	Y	0		
3737270	3737273		DEMITRI GRIVAS	944 LAKE ROAD	AVONDALE		PA	19311				X	0		
3737271	3737274		PENN DOT	17TH AND ARSENAL BLVD	HARRISBURG		PA	17120				X	0		
3737272	3737275		J A TRUCKING INC	212 COUNTRY LANE	WEST NEWTON		PA	15089-2024			182834	Y	0		
3737273	3737276		HMD TRUCKING INC	10031 VIRGINIA AVE	CHICAGO RIDGE		IL	60415			22664	Y	0		
3737274	3737277		DALTON'S TOWING & RECOVERY LLC	2060 LINCOLN HIGHWAY EAST	LANCASTER		PA	17602			709749	Y	0		
3737275	3737278		MORABITO BAKING CO INC	757 KOHN ST	NORRISTOWN		PA	19401-3739				Y	0		
3737276	3737279		LUNI TRUCKING INC	311 LYNN CT	DES PLAINES		IL	60016				Y	0		
3737277	3737280		COQUI TOWING	776 FLORY MILL ROAD	LANCASTER		PA	17601				N	0		
3737278	3737281		R P BLAIR EQUIPMENT RENTAL INC	1956 STOUT DRIVE	IVYLAND		PA	18974			315081	Y	0		
3737279	3737282		J&P LOGISTICS INC	6021 56TH AVE SUITE 108	KENOSHA		WI	53142			894896	Y	0		
3737280	3737283		PATRICK TRUCKING SERVICES INC	4005 TAMARIND DR	BETHLEHEM		PA	18020			626445	Y	0		
3737281	3737284		AMF TRANSPORT LLC	2021 EAST  DUBLIN GRANVILLE RD SUITE 206	COLUMBUS		OH	43229			72059	Y	0		
3737282	3737285		BLUESKY TRUCKING LLC	50909 WOODSTREAM CT	GRANGER		IN	46530			884779	Y	0		
3737283	3737286		PAUL A DONAHUE JR TRUCKING LLC	428 WOLEBER RD	MYERSTOWN		PA	17067			491207	Y	0		
3737284	3737287		TRANSNOBLE LOGISTICS INC	5161 APPLEBUTTER RD STE 100	PIPERSVILLE		PA	18947			751339	Y	0		
3737285	3737288		EVA LOGISTICS INC	13123 HIDDEN VALLEY DR	HOMER GLEN		IL	60491			741157	Y	0		
3737286	3737289		M & A TRANSPORT INC	390 N LONG RUN RD	AVONMORE		PA	15618			382095	Y	0		
3737287	3737290		PITT OHIO EXPRESS LLC	15 27TH STREET	PITTSBURGH		PA	15222			30136	Y	0		
3737288	3737291		GOVEA, GERARDO	1509 BRADFORD ST	IRVING		TX	75061				X	0		
3737289	3737292		HOLIDAY, ARTHUR RUBEN	520 LAREDO #32	NAVASOTA		TX	77868				X	0		
3737290	3737293		J-III CONCRETE CO INC	1900 E 28TH STREET	WESLACO		TX	78596				N	0	0098103	TX
3737291	3737294		FUTURE TELECOM LLC	1800 BRUTON RD	BALCH SPRINGS		TX	75180				Y	0	0169647	TX
3737292	3737295		RONNIE FARMER	5600 LEDGESTONE DRIVE	FORT WORTH		TX	76132				N	0	0863504	TX
3737293	3737296		1ST QUALITY CLEAN UP INC	6418 DICK PRICE RD	MANSFIELD		TX	76063-5381				N	0	0963894	TX
3737294	3737297		SOUTHWEST FREIGHT DISTRIBUTORS INC	8189 SOUTH CENTRAL EXPRESSWAY	DALLAS		TX	75241			164490	Y	0	0002310	TX
3737295	3737298		STING SERVICES LLC	4801 CR 1200	MIDLAND		TX	79705			846160	Y	0	0866438	TX
3737296	3737299		KING, CODY DYLAN	118 CYNTHIA DR	BASTROP		TX	78602				X	0		
3737297	3737300		UNKNOWN (USE ONLY FOR ACCIDENTS)	UNKNOWN	UNKNOWN		UK	00000				X	0	9999999	TX
3737298	3737301		WASTE CONNECTIONS LONE STAR INC	3 WATERWAY SQUARE PLACE STE550	THE WOODLANDS		TX	77380				Y	0	0101035	TX
3737299	3737302		WASTE CONNECTIONS LONE STAR INC	3 WATERWAY SQUARE PLACE STE550	THE WOODLANDS		TX	77380				Y	0	0101035	TX
3737300	3737303		GARCIA, PASCUAL III	401 PATRICIA DR	SAN MARCOS		TX	78666				X	0		
3737301	3737304		MC ENTIRE, JEFFRY JAMES	2103 ARIELLA DR	CEDAR PARK		TX	78613				X	0		
3737302	3737305		NORTEX REDIMIX LLC	4523 FM 2931	AUBREY		TX	76227				N	0	0902486	TX
3737303	3737306		GATEWAY TRANSPORT LLC	5811 EAST SAUNDERS HIGHWAY 59	LAREDO		TX	78041			922449	Y	0	0899613	TX
3737304	3737307		NTO EXPRESS LLC	415 E AIRPORT FWY  SUITE 330	IRVING		TX	75061			851624	Y	0	0825530	TX
3737305	3737308		STELLAR OILFIELD RENTALS LLC	3403 MARQUART ST	HOUSTON		TX	77027			810169	Y	0	0763201	TX
3737306	3737309		SMITH, RONALD LEE	434 BELVEDERE ST	BEAUMONT		TX	77706				X	0		
3737307	3737310		JACOBSON, JOSEPH HENRY	1624 TODDVILLE CIR	PLANO		TX	75025				X	0		
3737308	3737311		LONE STAR DISPOSAL LP	14015 TANNER RD	HOUSTON		TX	77041				N	0	0209823	TX
3737309	3737312		EINSTEIN MOVING COMPANY LLC	9200 BROWN LANE	AUSTIN		TX	78754				N	0	0899757	TX
3737310	3737313		JWL WELL SERVICE INC	505 W CUTBERT	MIDLAND		TX	79701				N	0	0825344	TX
3737311	3737314		DAGOBERTO IGLESIAS AMADOR	2906 S COUNTY ROAD 1223	MIDLAND		TX	79706				N	0	0963902	TX
3737312	3737315		LAWRENCE, JOHN ANDREW	214 N PINE ST	ROANOKE		TX	76262				X	0		
3737313	3737316		H O W FOUNDATION (HOW FOUNDATION)	7495 TRAINER HALE R (POB 2267)	UNIVERSAL CITY		TX	78148				N	0	0124675	TX
3737314	3737317		TEN M OIL FIELD SERVICES LLC	2803 METZ DR	MIDLAND		TX	79705-4922			44335	N	0	0942155	TX
3737315	3737318		FELIPE REYES	253 EAST SAINT JOHN DRIVE	PHARR		TX	78577				N	0	0146424	TX
3737316	3737319		BUTLER, ROBERT DEAN	125 RIVER VIEW RD	LIBERTY HILL		TX	78642				X	0		
3737317	3737320		TROY STEEL INC	1951 S HWY 80	LULING		TX	78648				N	0	0109649	TX
3737318	3737321		EINSTEIN MOVING COMPANY LLC	9200 BROWN LANE	AUSTIN		TX	78754				N	0	0899757	TX
3737319	3737322		TEXAS TRANSEASTERN INC	3438 PASADENA BLVD	PASADENA		TX	77503			230495	Y	0	0030312	TX
3737320	3737323		J B HUNT TRANSPORT INC	615 J B HUNT CORPORATE DRIVE	LOWELL		AR	72745			135797	Y	0	0001260	TX
3737321	3737324		CIMA LOGISTICS LLC	2300 VALLEY VIEW LANE SUITE 535	IRVING		TX	75062			137213	Y	0	0962786	TX
3737322	3737325		XPO LOGISTICS FREIGHT INC	2211 OLD EARHART ROAD	ANN ARBOR		MI	48105-2751			165377	Y	0	0030419	TX
3737323	3737326		UNKNOWN (USE ONLY FOR ACCIDENTS)	UNKNOWN	UNKNOWN		UK	00000				X	0	9999999	TX
3732214	3732217		TODD'S FEED AND TRANSPORT INC	211 NORTH FRENCH	SUTTON		NE	68979			758929	Y	0		
3732215	3732218		BULK CARRIERS PEI LIMITED	779 BANNOCKBURN ROAD	CLYDE RIVER		PE	C0A 1H0			276954	Y	0		
3732216	3732219		SUPPLIES UNLIMITED INC	2201 HALETHORPE FARM RD	BALTIMORE		MD	21227				Y	0		
3732217	3732220		ADVANCED STUDENT TRANSPORTATION INC	1400 FIRST STATE BLVD	WILMINGTON		DE	19804			614322	Y	0		
3732218	3732221		ACE FUEL OIL COMPANY	201 MILLTOWN RD	WILMINGTON		DE	19808-3111				Y	0		
3732219	3732222		BUTCH'S TRUCK SERVICE	301 3RD AVENUE	PLAINFIELD		WI	54966			213991	Y	0		
3732220	3732223		R & R B C SERVICES LTD	2770 PRINCESS STREET	ABBOTSFORD		BC	V2T 2S6			917774	Y	0		
3732221	3732224		LARKIN'S BUS SERVICE LLC	512 SOUTH BASSETT ST	CLAYTON		DE	19938				Y	0		
3732222	3732225		KV TRANSPORT INC	3201 EASTBEND CT	ABINGDON		MD	21009			704782	Y	0		
3732223	3732226		M & M TRANSPORT SERVICES INC	185 PARK ROAD	PUTNAM		CT	06260			209767	Y	0		
3732224	3732227		T & T ENTERPRISES OF OHIO INC	5100 DUFF DRIVE	CINCINNATI		OH	45246			354532	Y	0		
3732225	3732228		FIRST STUDENT INC	600 VINE ST SUITE 1400	CINCINNATI		OH	45202			191534	Y	0		
3732226	3732229		VITO'S EXPRESS INC	50 MARIA AVENUE	JOHNSTON		RI	02919			108324	Y	0		
3732227	3732230		PURYEAR TRUCKING	5844 LEASE LN	RALEIGH		NC	27617			191945	Y	0		
3732228	3732231		ODELLS TRUCKING CO LLC	2583 ROUTE 52	KERMIT		WV	25674			431854	Y	0		
3732229	3732232		APEX ENERGY SERVICE LLC	101 KENNEDY ROAD	CHARLEROI		PA	15022			862934	Y	0		
3732230	3732233		SUMMITT TRUCKING LLC	1800 PROGRESS WAY	CLARKSVILLE		IN	47129			395146	Y	0		
3732231	3732234		KRICHMAR PRODUCE CO INC	1850 E OAK RD	VINELAND		NJ	08360			513450	Y	0		
3732232	3732235		EAGLE EXPRESS LINES	925 WEST 175TH ST	HOMEWOOD		IL	60430			306908	Y	0		
3732233	3732236		ENERGY TRANSPORTATION LLC	1012 WONDERBAR ROAD	CLARKSBURG		WV	26301			825604	Y	0		
3732234	3732237		JEFFERSON COUNTY COUNCIL ON AGING	103 W 5TH AVENUE	RANSON		WV	25438				X	0		
3732237	3732240		INDIVIDUAL	UNKNOWN	UNKNOWN		UK	99999				X	0		
3732238	3732241		QUEST LINER INC	2099 SOUTHPARK CT STE 1	DUBUQUE		IA	52003			595010	Y	0		
3732239	3732242		C JAMES TRANSPORTATION LLC	3195 DOWLEN RD STE 101-366	BEAUMONT		TX	77706			32242	Y	0		
3732240	3732243		PERFORMANCE FOOD GROUP	12500 WEST CREEK PARKWAY	RICHMOND		VA	23238			199118	Y	0		
3732241	3732244		P&S TRANSPORTATION	1810 AVENUE C	ENSLEY		AL	35218			488790	Y	0		
3732242	3732245		INDIVIDUAL	2241 IRIS RD	DOTHAN		AL	36301				X	0		
3732243	3732246		INDIAN RIVER TRANSPORT CO	2580 EXECUTIVE ROAD	WINTER HAVEN		FL	33884			266784	Y	0		
3732244	3732247		RAPID RESPONSE INC	155 ENTERPRISE DRIVE	WENTZVILLE		MO	63385			576334	Y	0		
3732245	3732248		JIMMY MCCARDLE	1400 RAMER LOOP	COTTONWOOD		AL	36320-5102				N	0		
3732246	3732249		EMMANUEL TRANSPORTATION LLC	17383 COUNTY ROAD 20	BOLIGEE		AL	35443			790542	Y	0		
3732247	3732250		SOUTHEAST TIMBER COMPANY	22608 HWY 22 EAST	DAVISTON		AL	36256				Y	0		
3732248	3732251		GOLDEN SANDS MOBILE HOMES INC	27 COUNTY ROAD 3367	TROY		AL	36079			226456	Y	0		
3732249	3732252		MIKE JONES TOWING	1572 CARTERS GROVE RD	HAZEL GREEN		AL	35750				X	0		
3732250	3732253		MILAN SUPPLY CHAIN SOLUTIONS INC	1091 KEFAUVER DRIVE	MILAN		TN	38358-0699			121649	Y	0		
3732251	3732254		MILLER CONTRACTING LLC	3315 INDUSTRIAL ROAD	PASCAGOULA		MS	39581			261902	Y	0		
3732252	3732255		HOWARD BAER INC	1301 FOSTER AVE	NASHVILLE		TN	37210			124221	Y	0		
3732253	3732256		TQ LOGISTICS INC	3698 LARGENT WAY SUITE 104	MARIETTA		GA	30064			344964	Y	0		
3732254	3732257		BEARDEN TRANSPORTATION CO LLC	10320 AL HWY 75	HORTON		AL	35980			574020	Y	0		
3732255	3732258		STEVE BRIGHT LANDSCAPING & EXC	192 CHAFFIN DR	DOULAS		AL	35964				N	0		
3732256	3732259		MOUNTAIN MILK HAULING INC	4724 EARLY ROAD	MT CRAWFORD		VA	22841			397752	Y	0		
3732257	3732260		PHELPS TRANSPORT	969 TECHNOLOGY PKWY	ROME		GA	30165			776164	Y	0		
3732258	3732261		OZZIE TRUCKING CORP	1415 NE 137TH ST	NORTH MIAMI		FL	33161			111003	Y	0		
3732259	3732262		R & L TRANSFER INC	600 GILLAM RD	WILMINGTON		OH	45177			146892	Y	0		
