Insp_Violation_ID	Supp_Desc
222160601	NJSA 39:3-20E  Exceed gross registered weight of 54,000lbs.  Actual weight 60,560lbs.  Over by 6,560lbs.
222160602	NJSA 39:3-84B(2)  Exceed 34,000lbs. on tandem axle.  Actual weight 40,140lbs.  Over by 6,140lbs.
222160603	See chart.  Two brake chambers out of adjustment.
222160607	See chart.  Two brakes out of adjustment on axle # 2.
222160611	NJAC 13:18-2.10(D)  Apportioned (IRP) registration required due to actual weight 26,200lbs.
222160618	None
222160620	Federal annual inspection required
222160624	Letters US not placed before DOT# on both sides of the vehicle.
222160625	Right front clearance lamp inoperable
222160629	Right rear stop lamp inoperable.
222160636	ABS warning lamp TT steady burning dash.
222160638	39:3-54  No amber light permit.
222160639	None found.
222160655	Two out of six total brakes inoperable.
222160662	Axle # 1 left side brake chamber leaking air at connection with brake hose.  Fitting is loose allowing air to leak.
222160663	Unable to maintain air pressure when at idle due to air leaking from connection with brake chamber on axle # 1 left side.
222160670	NJAC 13:18-1.13  OVERSIZE LOAD signs required at front of tractor and rear of trailer.  Red warning flags required on overhanging load.
222160672	NJSA 39:3-84A(1)  Exceed 102" in width.  Actual width 115".
222160687	Front passenger headlamp inoperable.
222160689	3,500 lbs. over tri axle weight, allowed 56,400 lbs. actual weight 59,900 lbs. in violation of: NJSA 39:3-84(b)(3).
222160697	Annual inspection expired on 12/2018.
222160712	No warning devices.
222160714	No tarp covering dirt load, missing one of two rear box gate latches. In violation of: NJSA 39:4-77.
222160722	Driver and passenger side marker lamps inoperable. Top clearance lamps inoperable.
222160723	Battery terminals exposed.
222160732	NO REAR PLATE LIGHT
222160764	FOR A MEDICAL CARD VISIT THE NATIONAL REGISTRY WEBSITE.
222160766	Log not Current on 01/06/2019 6:00 PM
222160768	DRIVER LOOKED AND ADMITTED TO BEING TIRED.
222160783	EXPIRED 10/17
222160784	REPORT #NJSPMQ004168
222160788	39:3-33 UNCLEAR FRONT PLATE MADE OF PAPER.
222160789	PITMAN ARM LOOSE ON STEERING BOX OUTPUT SHAFT.
222160792	2ea   5gal fuel container loose in bed (no securement)
222160793	See above  (fell out of material of trade exception)
222160797	red supply glad hand rubber hose chafed through inner cords.
222160802	Violation(s) of 395.8(h)(5) Driver failed to show on-duty for Trip to Pick up Motor Coach from Malone NY 1/2/19
222160806	NYS TAX LAW 1815-(a)(1)(a)- operating cmv with gross weight of more than 18000lbs in nys w/o NYS permit (highway use tax)
222160810	Violation(s) of 395.8(f)(12)
222160813	rear emergency roof hatch will not close
222160819	plate light and right side upper marker light inop
222160820	hazard lamps inop
222160822	axle 3 left
222160831	EXPIRED 12/1/2018  ****2ND TIME*****
222160833	NO WORKING REAR TURN SIGNALS LEFT SIDE INOP-RIGHT SIDE MISSING-AUXILLARY LAMPS OBSCURED 393.9B
222160835	NO WORKING REVERSE LAMP ***2ND TIME***
222160837	last UCR paymeny 06/28/2017.
222160838	Driver could not get previous logs only todays (see notes)
222160839	All reverse lamps inop
222160846	axle # 5 right side clevis pin for slack adjuster missing
222160850	OPERATING VEHICLE ON ROADWAY WITH 11 TON WEIGHT RESTRICTION
222160912	395.8(f)(4) Driver failed to record total miles driven , 395.8(fDriver failed to record total hours )(11), 395.8(h)(5)Driver failed to  indicate duty location
222160916	NYS Tax LAW 1815- No HUT permit, Old 22 series displayed, no paper work or decal for 23 series at time of inspection.
222160920	Axle # 5 right side.
222160921	NYS VTL 507-2 OPERATING A CMV WITHOUT A LICENSE IN POSITION.
222160926	left & right front body marker lamps.
222160930	1 broken and 2 missing.
222160932	NYSVTL 402-3 Unregistered trailer,Expired 12/31/2018
222160939	NYS VTL 1220A LITTER ON ROADWAY
222160944	INOPERABLE REAR REISTRATION LAMP.
222160946	TRAILER DRAGGING FABRIC COAT / JACKET ON ROADWAY FROM REAR END PROTECTION DVICE.
222160948	REAR, LEFT & RIGHT side
222160950	Fire extinguisher is empty.
222160952	Steering axle, passenger-side of vehicle has audible air leak.
222160953	inoperable plate light
222160955	axle 2 left side leaf spring cracked and missing a large piece
222160960	inoperable rear id lights
222160961	right side rear u bolts loose connecting body to frame
222161039	Right front
222161042	NYS Tax Law 1815-a1b,  Exceeded 62,000 lbs HUT permit weight, actual 86,200 lbs.
222161047	NYS VTL 385-8,  Exceeded 22,400 lbs single axle maximum allowed,  actual 23,500 lns. Axle 1.
222161048	NYS VTL 385-8,  Exceeded 22,400 lbs single axle maximum allowed,  actual 31,500 lns. Axle 2.
222161051	1 of 3 front ID lamps inoperative.
222161052	No operational tail lamps on truck, lights needed.
222161053	3 of 3 rear ID lamps inoperative.
222161054	right and left rear clearance lamps inopertaive.
222161057	No road warning devices.
222161058	No emissions / safety inspection sticker,  only a heavy duty sticker (expires 02/2019)
222161059	Driver posesses only a NYS permit
222161074	Operating a CMV without a CDL on 01/08/2019
222161075	driver couldnt answer basic questions without  inspector using hands to draw a triangle when asking to see emergency devices and pointing towards things
222161083	SERVICE AIR BRAKE HOSE HAS WEAR EXPOSING REINFORCEMENT PLY\, BUT PLY IS INTACT.
222161088	FRONT, RIGHT, AND LEFT UPPER FRAME RAIL CRACKED AND SEPARATED.
222161204	NYS VTL 385-9,  Exceeded 36,000 lbs dual axle maximum allowed,  actual 49,400 lbs.  Axles 2-3.
222161207	NYS VTL 385-8, Exceeded 22,400 lbs single axle maximum allowed,  actual 24,000 lbs.  Axle 3.
222161208	NYS VTL 385-8, Exceeded 22,400 lbs single axle maximum allowed,  actual 25,400 lbs.  Axle 2.
222161210	Driver is suspended for failure to answer summons ( 6 scoffs, 2 on 1 date)
222161213	Left splash guard missing.
222161218	Right side bumper protruding/damaged.
222161221	Left side battery cover damaged.
222161223	Diesel Fuel leak from the fuel tank (right side).
222161224	Right side Rear Vision mirror missing.
222161231	AXLE #2 LEFT SPRING ASSEMBLY HAS A SEPARATED LEAF SPRING.
222161233	RIGHT BOTTOM FRAME RAIL HAS CRACK FROM WEB AROUND THE RADIUS AND INTO BOTTOM FLANGE.
222161236	ABS MALFUNCTION LAMP REMAINS ILLUMINATED AFTER IGNITION SEQUENCE INDICATING SYSTEM IS INOPERATIVE.
222161238	SYNTHETHIC WEBBING TIEDOWN USED TO SECURE RIGHT SIDE OF TOWED VEHICLE TO CMV IS KNOTTED.
222161239	RIGHT STEER AXLE TIRE TREAD DEPTH MEASURES LESS THAN 4/32 INCH IN A MAJOR TREAD GROOVE PATTERN.
222161241	REARMOST LICENSE PLATE LAMP MISSING.
222161242	PROPERTY CARRYING CMV IN INTERSTATE COMMERCE IS WITHOUT REQUIRED OPERATING AUTHORITY.
222161249	HEAVY DUTY STICKER # 15364747 EXPIRED IN DECEMBER 2018 - MOTOR CARRIER HAS NO PROOF OF CURRENT PERIODIC INSPECTION
222161250	OIL LEAK COMING FROM ENGINE AREA AND DRIPPING ONTO SUSPENSION PARTS
222161253	RIGHT SIDE - AXLE #2 - INNER TIRE ON DUAL TIRE SET - HAS A MEASURED TREAD DEPTH OF LESS THAN 2/32 INCHES IN TWO MAJOR ADJACENT TREAD GROOVES
222161312	Breakaway system cable is not directly attached to the towing vehicle (attached to the RS safety chain hook).
222161315	NYS VTL 1210A Unattended vehicle with key in and engine running.
222161321	Axle 4 right side outer dual tire has no measurable amount tread remaining.
222161322	Axle 4 right side outer dual tire tread violation cited on prior inspection report # NYSPL0160753 dated 8/10/2018.
222161323	Axle 4 left side outer dual tire.
222161338	Right Axle#4 electric brake inoperative b/c brake actuator not installed in power unit.  This is included in the 20 percent inoperative brake calculation.
222161339	4 of 8 brakes defective for 50 percent brakes out.
222161340	Fail to affix periodic commercial trailer inspection.
222161344	EXHAUST SYSTEM MISSING MUFFLER AT OUTLET. STRAPS USED TO SECURE SYSTEM HAVE BROKEN AND ARE MISSING
222161345	MOTOR CARRIER FAILED TO REGISTER WITH FMCSA PRIOR TO ENGAGING IN COMMERCE WITH CMV
222161346	USDOT NUMBER NOT DISPLAYED ON CMV AS REQUIRED
222161394	non-manufactured hole in driver side floor.
222161395	r/s hood latch missing
222161396	last update 02/11/2004
222161397	insp #ny0l34001398, dated 12/04/2018
222161399	l/s axle 2 brake measured at 2 1/4".
222161400	license plate light inop
222161409	3 of 3 rear id and right and left clearance lights inop
222161410	rear of truck non-reflective
222161413	local code 375.25a. r/s mud flap missing
222161415	2nd offense. previously cited 04/2018.
222161417	no carrier name displayed
222161419	insp#ny0l56000168, dated 10/04/2018.
222161463	Right side high beam inoperable.
222161466	1 of 3 broken.
222161468	Lamp on left rear of trailer fail to test light when key was cycled or brake is applied.
222161469	Right side high beam.
222161470	Right rear turn,brake & tail lamp.
222161471	AS PER NYS VTL SECTION 4021, REAR LICENSE PLATE DIRTY / BOTTOM RIGHT FOLDED UP OBSTRUCING / ILLEGIBLE
222161473	R/S 2 OF 5 U-BOLTS SECURING BOX TO FRAME ARE LOOSE/SWINGING
222161478	HAZARD LAMPS INOP
222161484	no gauge on fire extinguisher
222161496	24 foot steel beam on left side, not against header, only 1 tie down used, 4 required
222161553	ABS malfunction lamp illuminated
222161563	nys vtl 306B, uninspected cmv...missing regular inspection, vehicle has heavy duty inspection only, both are required
222161564	Operating a commercial motor vehicle in intrastate commerce with USDOT Carrier Registration outdated, MCS-150 dated 02/10/2015
222161565	ABS failure warning system (lamp) activated while engine is running with or without brakes released
222161566	Wiper arm inoperative at right portion of windshield
222161567	No fluid dispensed onto windshield upon actuation of washer system
222161568	Left front parking lamp inoperative
222161625	rear identifacation lights are inoperative
222161626	LEFT TAIL LAMP IS INO, LICENSE PLATE LAMP INOP
222161628	No instruction sheet for AOBRD at time of inspection
222161632	Body bolt broken foward of axle #2 left frame
222161633	Right frame crack extending from the frame siderail web around the radius and into the bottom flange
222161639	No fluid dispensed onto windshield upon actuation of washer system
222161642	Cargo body left side foward clearence lamp inoperative
222161648	No lamp for rear registration plate
222161649	NYS VTL 375.10e No rear object detection system
222161657	NYS VTL 402.1 Rear license plate obscured  (dirt and grime)
222161659	Fifth wheel lower coupling assembly has left foward crack
222161664	Over allowable gross weight
222161701	Driver does not have a valid registration in drivers possecion
222161704	Axle #2 right side inner tire has 50% or less maximum inflation pressure marked on tire. Rated for 120PSI, Actual 48PSI.
222161705	Axle #2 right side inner tire has 50% or less maximum inflation pressure marked on tire. Rated for 110PSI, Actual 5PSI.
222161707	No proof of NYS inspection.
222161708	Operator only possesses a learners permit and not accompoanied by a licensed driver
222161710	Rear mudflaps missing
222161714	Right front tire tread depth less than 2/32 of an inch
222161716	ABS lamp stays illuminated on dash
222161717	Last MCS 150 06/27/6016
222161718	Rear object detection mirror missing
222161719	Rear plate lamp inoperative
222161765	Violation(s) of 395.8(h)(5), no locations for any changes of duty status.
222161766	Violation(s) of 395.8(h)(5), no locations for change of duty status listed.
222161767	Violation(s) of 395.8(h)(5), no location in remarks for off duty to check against driving time.
222161772	Carrier name and USDOT number not on display
222161773	axle #2 both sides tires
222161843	air loss rate do not maintain air pressure when brake apply/axle #2 right side brake chamber leaking air when brake apply,
222161844	axle #1 left side brake inoperative
222161847	axle #2 left out side tire
222161945	ABS light on trailer fails to light, all 3 tests
222161951	Axle #2 right side and #3 right side
222161952	Spare tire not properly secured.  No chain or restraint
222161953	NYS-DMV 2019 proof of inspection sticker month NOT Punched. (Sticker invalid) #15086600
222161955	NYS-TAX LAW 1815 No Highway Use Tax (HUT)(GO TO WWW.OSCAR.NY.GOV)
222161962	Left rear signal.
222162100	Axle #1 Passenger tire contacts Pitman arm when steering wheel turned all the to drivers side
222162101	393.130 b2- Articulating vehicle not secured in a manner to prevent articulation
222162102	No working brake lights on rear of trailer
222162104	Right rear signal/ brake light.
222162105	Both inspection expired 12-2018.
222162111	Left brake light.
222162231	INTRASTATE carrier required to update MCS-150 every 2 years, last updated 9/17/2014
222162242	Axle # 1 drivers side type 24 passengers side type 30 brake chamber
222162245	no fire extinguisher
222162248	passengers side wiper blade missing , and windshield washing system fails to dispense fluid onto windshield
222162251	All clearance lights inoperative on flatbed
222162253	no warning devices,ie; triangles,cones,reflectors
222162254	Carrier name and USDOT# are not displayed as required on both sides of the truck
222162256	oil leak at passengers side of the engine
222162258	Left high beams.
222162331	carrier name not displayed as required
222162334	several previous violations on previous report have not been repaired
222162335	License plate lamp inoperable
222162336	Axle #4 Drivers side brake out of adjustment, spec- 2", brake throw measured 2 3/4"
222162340	NYS TAX LAW 1815(a)(1)(A)(i) No HUT, CMV over 18,000lbs, SEE WWW.OSCAR.NY.GOV FOR INFO. No proof of any series, decal or paperwork
222162341	MOTOR CARRIER FAILED TO FILE REQUIRED BIENNIAL UPDATE OF MCS-150 AS REQUIRED - LAST UPDATED 3/26/2015 (FMCSA.DOT.GOV)(1800-832-5660)
222162352	no dot number sited prior inspections 1-15-18, 11-28-18.
222162353	sited inspection 1-15-18 same volation
222162355	name or dot #
222162358	axle 2 left side see chart above
222162360	axle 2 right side see chart above
222162361	axle 3 right side has audible air leak from chamber clamp when service brakes applied.
222162420	DUAL TLL / RATED 15220LBS, ACTUAL AXLE#4 RIGHT SIDE 15900LBS
222162423	AXLES #2+3 36800LBS, #3+4 59300LBS
222162424	(B) FEDERAL FORMULA (4-AXLES,21-FEET WHEELBASE) ALLOWED 56000LBS, ACTUAL 90400LBS
222162425	EXCEEDS REGISTRATION GVW 80000LBS, ACTUAL 90400LBS
222162427	BRIDGE FORMULA WEIGHT VIOLATION, TRIDEM / TRI-AXLE #2-4 (3-AXLES,9-FEET) ALLOWED 42500LBS, ACTUAL 70800LBS
222162429	DRIVER OPERATING PLACARDED CMV WITHOUT HM ENDORSEMENT
222162430	MULTIPLE CYLINDERS IN REAR NO SECURED/BRACED CAUSING CYLINDERS TO FALL
222162526	NYC TRAFFIC RULES 4-14(A)(2) COMMERCIAL VEHICLES PROHIBITED ON GRAND CENTRAL PARKWAY
222162527	DRIVER UNABLE TO MAINTAIN LANE NEARLY CAUSING A COLLISION WITH A PASSENGER VEHICLE
222162530	SINGLE TLL/RATED 9920LBS, ACTUAL AXLE #1 RIGHT SIDE 10100LBS
222162531	DUAL TLL/RATED 13220LBS, ACTUALS AXLE #3 RIGHT SIDE 14600LBS, AXLE #4 LEFT 13600LBS, RIGHT 15000LBS
222162538	BRIDGE FORMULA WEIGHT VIOLATION, TRIDEM / TRI-AXLE #2-4 (3-AXLES,9-FEET) ALLOWED 42500LBS, ACTUAL 70100LBS
222162539	EXCEEDS REGISTRATION GVW 80000LBS, ACTUAL 90000LBS
222162768	Parked on exit ramp beside interstate.
222162770	None placed, driver parked in excess of 10 minutes.
222162771	Parked on exit ramp beside interstate.
222162772	None active.
222162775	left side tractor brake light inop
222162776	46.2-1158 exp 12/18
222162779	#5 axle left
222162799	1 of 5 cab markers
222162825	46.2-830 FAIL TO OBEY HIGHWAY SIGN NO STOPPING/PARKING EMG ONLY
222162837	Front left turn signal is not illuminating.
222162843	Rear license plate light is not illuminated.
222162845	left stop lamp on trailer inop
222162847	4 of 6 required chains loose on load.
222163089	Axle 2, left, front drive axle, brake exceeds the maximum push rod stroke allowed.
222163091	Axle 3, left, rear drive axle, brake exceeds the maximum push rod stroke allowed.
222163092	Adjust brakes, Axle 2 left front drive axle and Axle 3 left rear drive axle.
222163093	Dashmounted ABS malfunction signal continuously "on". ABS lamp fails to cycle on then off, activate & deactivate when ignition key is turned on & function tested.
222163094	Left side, 1 of 6 (rearmost) fasteners, mounting to upper coupler, loose and can be turned under hand pressure.
222163098	Axle 5, right, rear axle, semitrailer, tire pressure measured 42 PSI, 50% or less of maximum inflation pressure marked on the tire of 120 PSI. Low air pressure.
222163107	USDOT number not preceded by letters USDOT - only DOT displayed
222163108	Audible air leak at valve behind front bumper when service brake is applied
222163127	VA Code: 46.2-104, No registration card in possession for trailer.
222163135	GPS mounted on windshield with suction cups above 7" above the lower edge of the area swept by wipers and more than 4" below upper
222163136	Left on high beam
222163137	ABS lamp fails to illuminate when ignition turned to the on position
222163138	Left rear side marker
222163140	Left and Right high beam.
222163144	Left, Right side and bumper bar, Reflective tape deteriorated and missing. Equalivalent to 1/2 of overall length must have reflective material
222163154	Tractor ABS Dash Light Inoperative.
222163157	Axle #4 Right Auto Slack Adjust Pin - Retaining Pin is Missing.
222163160	Axle #5 Left Clevice Pin - Retaining Pin is Missing.
222163163	Eligible status - from state of NC.
222163164	No IFTA decals displayed or  registration IFTA documentation.
222163167	Left and Right signal lamp inoperable.
222163168	Left and Right brake lamp inoperable.
222163170	Right side missing as required.
222163173	The in cab ABS lamp is lit indicating a problem in the system.
222163174	No operable left and right stop lamps.
222163176	No operable external ABS lamp.
222163179	Axle # 3 right.
222163195	4th axle left emergency air hose to chamber chaffing against shock absorber.
222163196	5th axle left emergency air hose to chamber chaffing against shock absorber.
222163203	Service connection (Blue) gladhand to trailer has audible air leak.
222163224	Code of Virginia 46.2-104 - No registration in possession for trailer.  (VIN# incorrect on plate).
222163228	4th axle right side, air hose chafing where line goes through cross member of frame.
222163238	TT WINDSHIELD WASHER SYSTEM WAS ABSENT FLUIDS AT TIME OF INSPECTION.
222163244	tire underinflated less than 50% of maximum required psi 40 psi rated for 120 psi - axle 2 left side inner
222163245	Axle #5 Right inoperative.  No effective contact between brake/lining
222163260	Leveling valve at exhaust port between axle 2 and 3.
222163264	Axle #5 left service brake hose chafing against #5 right emergency brake hose.
222163266	Missing both sides
222163268	Axle #3, Right
222163270	No sticker or paperwork present
222163281	Tag lamp inoperable
222163285	Reverse lamp inoperable when tested.
222163286	Hydraulic fluid leaking from pump located next to fuel tank on vehicle.
222163308	1 OF 2 RIGHT TURN SIGNAL LIGHTS INOP
222163325	AUDIBLE AIR LEAK AT/NEAR FIREWALL AND NEAR AXLE # 2 WHEN SERVICE BRAKES ARE APPLIED
222163330	MISSING CARRIER NAME AND USDOT NUMBER ON LEFT & RIGHT SIDES HAS (LILLEY IDEALEASE INC NAME AND USDOT # 954592) DISPLAYED, RENTAL IN EXCESS OF 30 DAYS (SEE NOTES)
222163338	Left side Intermediate lamp inoperative
222163339	Axle #5 Left - 1 of 10 wheel fasteners loose
222163451	Axle 5 right air brake chamber has non-manufactured hole in spring brake housing section of a parking brake
222163573	Axle #2 Right Outer 22/120psi
222163574	Axle #2, Right
222163576	No washer fluid
222163623	Axle 5 left - 20% brake violation
222163624	Axle 5 right - 20% brake violation
222163677	Driver failed to stop/bypassing open scales on US RT 4 at Fair Haven Scales; T23VSA1021.
222163957	CDL CANCELLED FOR MEDICAL CARD
222163966	#4 axle R/S outside tire
222163976	#4 axle L/S with 2 deep grooves in the rotor lining
222163977	#4 axle R/S with several deep grooves in rotor lining
222163991	supply line to train ripped/torn allowing air to escape when brakes applied.
222163996	Medical Card on File Exp. >>>Aug 24 2018
222164007	NO PROOF OF A CURRENT ANNUAL INSPECTION PRESENTED AT STOP.  LAST EXPIRED DEC 2018.
222164011	3200 lbs over on tag class, allowed 33k on tag
222164012	container had no straps securing rear of container
222164023	LEFT REAR TAIL LIGHT INOP
222164035	No straps on rear of container.
222164036	No warning devices in vehicle.
222164037	X3 tag allowing 33,000 lbs.  Truck grossed 50,500 lbs.
222164045	unsecured
222164063	Passenger side brake light and turn signal inop.
222164067	4th axle driver side missing two wheel fasteners on a 10 lug tire
222164070	Right light at the rear of tractor was not working.
222164072	Front left turn signal on tractor was not working.
222164073	Windshield is cracked from top to bottom.
222164074	Left turn signal on the trailer was not working, at the time of the inspection.
222164081	UNSECURED FIRE EXTINGUISHER.
222164084	LETTERS APPROX 1 INCH TALL.  CANNOT BE SEEN FROM A DISTANCE OF 50 FT.
222164108	ABS light on trailer does not come on with key function test, and even after brakes are applied
222164119	OIL LEAKING FROM ENGINE BAY
222164137	TAG EXPIRED NOV 2018. NO NEW REGISTRATION PRESENTED AT STOP.
222164154	last date showing 5-3-2016, expired 5-3-2018
222164155	no low beams, only highbeams in the middle of 4 light system
222164159	right side hood latch broken, inop
222164161	excessive power steering leaking
222164163	left and right brake lights inop
222164164	left side #1 axle brake has no push road movement
222164165	right side #1 axle brake measured 2 3/8 inch, ( 20 clamp limit is 1 3/4 inch)= 1 full brake
222164167	right side #2 axle brake 2 1/4 inch ( 30 clamp limit is 2 inches)= 1 full brake
222164169	right side #3 axle brake 2 5/8 inch ( 30 clamp limit is 2 inches)= 1 full brake
222164175	all brakes tractor and trailer meets 100 percent of braking capability
222164177	rear middle of trailer 1 of 4 id markers missing
222164185	left side of rear impact guard is broken and push in, driver side loader did it
222164188	Gross wgt 92100lbs and only allowed 88000lbs.  4100lbs over the allowed wgt.
222164192	LEGAL 80K/ GROSS 82000LBS/ OVER 2000LBS
222164195	nov 17 last done
222164196	1 cab over light inop
222164199	2 rear id lamps inop
222164200	cant rear sticker on trailer
222164217	No paperwork, only sticker legible shows last inspection was completed July 2017.
222164218	Fire extinguisher is unsecured, sitting behind passenger seat.
222164219	No fluid in windshield washing system.
222164225	Both intermediate side marker lamps, both rear side marker lamps, rear ID lamps, and tag lamps are inoperative.
222164238	Both rear turn signals inop
222164239	rear license plate missing
222164243	lapsed/expired ovis unconfirmed- no card to review
222164270	71/55
222164325	(ABS LIGHT ON TRUCK DASH CONSTANT BURN - SHOULD CYCLE ON THEN OFF WHEN KEY IS TURNED ON)
222164337	Operating a CMV without a CDL on 01/04/2019 MEDICAL CARD NOT ON FILE
222164340	TAG LIGHT IN-OP
222164361	Driving beyond 11 hour driving limit in a 14 hour period on 12/27/2018 @ 7:50P-8:32P
222164362	Driving beyond 14 hour duty period on 12/28/2018 MULTIPLE TIMES BETWEEN 5:16A-4:50P
222164373	Legal gross weight: 80,000 lbs, truck's gross weight: 81,300 lbs, over gross by 1,300 lbs
222164378	2nd bunk with short wood. 1 strap, min 2 required for short wood.
222164394	Operating a CMV without a CDL on 01/06/2019
222164395	Expired state tag.  Expired 11/2018.  Cited on previous inspection 12/12/2018. ALHDCV004480
222164397	Missing tag light.  Cited on previous inspection 12/12/2018. ALHDCV004480
222164422	#4 and #5 axles/tandem weighs 36500 lbs gross, 34k limit, 2500 lbs over
222164424	Legal drive tandem weight: 34,000 lbs, truck's drive tandem weight: 35,560 lbs, over 1,560 lbs (drive)
222164426	Driver failed to enter shipping information in ELD
222164441	3RD AXLE RIGHT INSIDE BELOW 2/32
222164448	3rd axle p/s i/s flat. Off bead.
222164474	R/S low beam INOP
222164476	Washer fluid either empty and/or inop
222164478	#4 axle L/S inside tire
222164483	R/S brake lamp INOP
222164486	Tag expired Nov 2018
222164487	Last updated 2009
222164510	65-55   RADAR 71297
222164520	4TH AXLE LEFT OUTSIDE CUT AROUND.
222164524	No medical certificate in possession.
222164525	No log in possession. Driver indicated he stayed overnight in Americus, GA.
222164527	p/s front high and low beam.
222164528	40-12-262(b) IRP cab card expired 8/31/2018.
222164540	gross weight 80,000 lbs    gross weight 83,050 lbs     - 3,050 lbs lbs over
222164550	d/s id   ,  p/s inside tail lamp
222164576	EXPIRED NOVEMBER 2018
222164577	EXPIRED NOVEMBER 2018 - ALSO SWITCHED TAG REGISTERED TO 1999 KAUFMAN
222164579	EXPIRED NOVEMBER 2018 PER LONG FORM
222164592	MISSING
222164600	ABS light inop during key test
222164602	Truck tag expired 09/2018
222164607	legal weight 88,000 lbs    gross weight 98,100 lbs  -  10,100 lbs over
222164614	passenger side high beam inop.
222164618	High beam lights on unit #1 INOP.
222164620	At the time of stop left windshield wiper defective.
222164636	LOGGING AOBRD. COMPANY WAS NOT IN BUSINESS PRIOR TO DECEMBER 2017.
222164646	No blank paper logs.
222164658	Failed to record trailer number on 12/30 - 1/4
222164660	Spare tire in rack behind cab is not secured. Tire is placed in rack without a chain or strap preventing it from escaping rack
222164677	improper trailer license
222164683	all tie-downs on load are loose
222164690	Operating a CMV without a CDL on 01/08/2019 DRIVER HAD A A VALID CLASS D DL  REQUIRED A CLASS B TO DRIVE IT  AR:27-23-107
222164697	Violation Of Permit Off Route. On I 55 Routed for I 40. Permit No. 2581581.  St.St. 27-35-210.
222164705	Driver using Keep Trucking app not connected to truck.
222164706	Violation(s) of 395.8(f)(5), 395.8(f)(12), 01/07/2019, no trialer number recorded, no shipping info recorded
222164708	Had to use phone translator to communicate
222164710	27-51-201 Driving To Fast For Condition
222164734	Driver does not have evidence of a medical certification to operate the CMV being driven when stopped
222164740	STST 27-51-201 Speeding. Locked east bound commercial vehicle traveling at 64 mph in posted 55 mph zone moving radar.
222164745	#1 right
222164750	Needs commercial B tag
222164756	RIGHT AND LEFT HAZARD WARNING LAMPS
222164759	DOVE TAIL LOAD REQUIRING 3 SECUREMENT DEVICES SECURE BY 2 NYLON STARPS. DRIVER CORRECTED VIOLATION BY ADDING A 3RD STRAP.
222164778	Red air hose connecting to trailer has an audible air leak right at glad hand connection/ at a proper connection.
222164779	Rear of trailer, Left turn signal is inop.
222164780	False Log on 01/07/2019, Used PC from Gahanna, OH to Burlington, KY 133 miles
222164785	No fire extinguisher at time of inspeciton
222164787	1/3 ID lamps INOP
222164789	#3 left side INOP. Part of 20%
222164801	Breakaway was hooked to the safety chains and not the towing vehicle
222164805	AR Code 27-51-201 Speeding 65 M.P.H. in a 55 M.P.H. Speed Zone
222164811	Violation(s) of 395.8(f)(12): On 12/28/2018 & 12/31/2018 Failed to Log Bill of Lading Information
222164812	Driver Unable to Locate
222164846	Violation of permit 27-35-210   Permit 2582097 travelinng after sunset
222164854	Upper sheeting missing on the right and left side.
222164858	Axle 4, Left side, Brake pads fail to move when brakes are applied. Part of 20%.
222164860	Left side, side marker lamp inopt.
222164869	AR 27-35-203. Was over on the driver axles. Weighed 36,640. Legal weight is 34,000.
222164877	Front Driver (L) side Steer Axle brake is out of adjustment: pushrod measured at 2 3/8 inches. Max Limit 2 Inches.
222164882	The combination of Axle 3 (R) and Steer Axle (L) break Out of Adjustment contributes to the 20 percent criteria placing vehicle 1 OOS.
222164896	Discharged (guage indicated)
222164901	AR27-51-201
222164902	Driving beyond 8 hour limit since end of the last off duty period on 01/02/2019
222164932	Unable to maintain air pressure when brakes applied.
222164933	Right axle #3 has ruptured diaphram. Air escapes at pushrod when brakes applied.
222164934	27-35-203 Trailer tandems weighed 36660 lbs legal is 34000 lbs.
222164941	Both (L) and (R) tail lights are INOP.
222164943	Axle 3 (L) driver side brake chamber measured 2 3/4 inches. Max limit 2 inches.
222164945	Axle 3 (R) Passenger side Brake Chamber measured 2 1/4 inches. Max limit 2 inches.
222164951	Driver does not possess a valid driver's license.
222164952	Carrier name not listed on delivery truck.
222164953	Driver failed to yield right of way to emergency response vehicle with lights and siren activated.
222164964	Right Rear Turn Signal Obsecured
222164967	Not Marked Per Regulations
222164968	No Medical Card
222164972	Emergency Breakaway Inoperative
222164981	ON RIGHT SIDE
222164985	ST.ST. 27-35-210 Violation of permit
222165008	No company name on truck
222165009	Discharge fire extinguisher
222165011	No annual inspection on tractor
222165047	Both left & right low beam headlamps are inoperable.
222165061	#3 axle left brake
222165062	Pin through slack adjuster and yoke missing clevis pin #4 axle right side,
222165082	AR:27-14-601  IMPROPER REGISTRAYION.  VEHICLE  WAS REQUIRED A COMMERICAL TAG, WAS DISPLAYING 239XZP.
222165085	Clocked driver going 65 in a 55 on hwy 64 at Parkin no other traffic around.
222165105	Violation(s) of 395.8(f)(5), 395.8(f)(12), 1-3-19 no total miles driven / no shipping information.
222165106	Violation(s) of 395.8(f)(4), 1-2-19 no total miles driven.
222165109	Driving beyond 8 hour limit since end of the last off duty period on 01/01/2019, no 30 min break from 1515 - 2400 hrs.
222165123	Right turn signal on the rear of unit #1 INOP.
222165124	Right stop lamp on the rear of unit #1 INOP.
222165126	ID-Lamps on unit #2 INOP.
222165660	left side,
222165678	Failure to add taxable unit to taxable inventory.  Truck vin # is not on KYU database
222165692	There is no registration paper in the truck available for inspection.
222165708	ABS light comes on when brakes are applied at time of inspection.
222165818	Last updated 11-16-2012
