INSP_VIOLATION_ID	INSPECTION_ID	SEQ_NO	PART_NO	PART_NO_SECTION	INSP_VIOL_UNIT	INSP_UNIT_ID	INSP_VIOLATION_CATEGORY_ID	OUT_OF_SERVICE_INDICATOR	DEFECT_VERIFICATION_ID	CITATION_NUMBER	PART_SECTION_ID
222085815	65554273	3	393	47(e)	2	166936801	15	N	3		257965
222085816	65554273	4	393	47(e)	2	166936801	15	N	3		257965
222085817	65554273	5	396	3(a)(1)	2	166936801	15	Y	1		383183
222085818	65554273	6	393	75C	1	166936800	23	N	3		2909
222085819	65554273	7	393	75C	1	166936800	23	N	3		2909
222085820	65554275	1	396	5(b)	1	166936803	24	N	3		392472
222085821	65554275	2	396	5(b)	1	166936803	30	N	3		9211
222085822	65554275	3	396	3(a)(1)	2	166936804	16	Y	1	DA008670	9208
222085823	65554275	4	396	3(a)(1)	2	166936804	30	N	3		9203
222085824	65554275	5	393	45(b)(2)	2	166936804	16	N	3		257958
222085825	65554279	1	396	3(a)(1)	1	166936811	30	N	3		9203
222085826	65554280	1	393	11	1	166936812	20	N	3		9422
222085853	65554301	1	392	2RG	1	166936850	30	N	3		385705
222085854	65554301	2	393	75(a)(2)	1	166936850	23	N	3		9333
222085855	65554301	3	393	45	1	166936850	16	Y	1		9283
222085856	65554301	4	393	45	1	166936850	16	N	3		9283
222085859	65554304	1	392	2-SLLEWA1	1	166936856	47	N	3	DV40924	390260
222085860	65554304	2	392	2	1	166936856	30	N	3		379214
222085862	65554305	1	392	2RG	1	166936859	30	N	3	Y	385705
222085863	65554308	1	392	2MI	2	166936867	14	N	3		385703
222085864	65554310	1	393	9(a)	1	166936869	20	N	3	HW97224	9172
222085865	65554310	2	393	75C	1	166936869	23	N	3	CG081531	2909
222085866	65554310	3	393	83(a)	1	166936869	27	N	3	CG081531	9352
222085867	65554310	4	393	209(d)	1	166936869	21	N	3	CG081531	8493
222085868	65554310	5	376	11(d)(1)	1	166936869	14	N	3		396114
222085869	65554310	6	393	9(a)	2	166936870	20	Y	99		283327
222085870	65554310	7	392	2RG	1	166936869	30	N	3	HW87224	385705
222085871	65554311	1	392	2RG	1	166936871	30	N	3		385705
222085872	65554314	1	392	2RG	1	166936877	30	N	3		385705
222085873	65554314	2	392	2RG	1	166936877	30	N	3		385705
222085874	65554316	1	392	2	D		14	N	3		8496
222085875	65554316	2	392	2RG	2	166936880	30	N	3		385705
222085876	65554316	3	393	11	2	166936880	20	N	3	CW251656	9422
222085877	65554317	1	396	3(a)(1)	1	166936881	30	N	3		9203
222085878	65554317	2	396	3(a)(1)	1	166936881	30	N	3		9203
222085886	65554321	1	392	2	1	166936888	14	N	3		8496
222085887	65554322	1	393	79	1	166936889	26	N	3		9348
222085888	65554326	1	396	3(a)(1)	1	166936894	30	Y	99		9203
222085889	65554326	2	396	5(b)	1	166936894	30	N	3		9211
222085890	65554327	1	396	3(a)(1)	1	166936896	30	N	3		9203
222085891	65554337	1	390	21(a)	1	166936914	30	N	3		9566
222085892	65554337	2	392	2AU	1	166936914	30	N	3		385695
222085893	65554337	3	396	3(a)(1)	1	166936914	16	N	3		9204
222085894	65554337	4	392	2RG	1	166936914	30	N	3		385705
222085895	65554338	1	392	2	1	166936915	14	N	3		8496
222085896	65554338	2	390	21(a)	1	166936915	30	N	3		9566
222085897	65554338	3	392	2AU	1	166936915	30	N	3		385695
222085898	65554338	4	392	2RG	1	166936915	30	N	3		385705
222085899	65554338	5	393	11	1	166936915	20	N	3		9422
222085900	65554338	6	393	75B	1	166936915	23	N	3	JC02797	254322
222085901	65554339	1	392	2	1	166936916	14	N	3		8496
222085902	65554339	2	392	2AU	1	166936916	30	N	3	JC02798	385695
222085903	65554339	3	392	2RG	1	166936916	30	N	3		385705
222085904	65554339	4	392	2RG	1	166936916	30	N	3		385705
222085905	65554339	5	396	3(a)(1)	1	166936916	16	N	3		9204
222085906	65554340	1	392	2MI	1	166936917	14	N	3		385703
222085907	65554340	2	393	11	1	166936917	20	N	3		9422
222085908	65554349	1	396	3(a)(1)	1	166936934	30	N	3	CW251657	9203
222085909	65554349	2	392	2DIM	1	166936934	30	N	3		385697
222085910	65554350	1	392	2RG	1	166936936	30	N	3	JH45255	385705
222085911	65554350	2	395	8(a)(1)	D		3	Y	3		396451
222085912	65554351	1	392	2RG	1	166936938	30	N	3	CW161205	385705
222085913	65554351	2	392	2DL	D		14	N	3		385698
222085914	65554353	1	392	2	1	166936943	14	N	3		8496
222085915	65554353	2	392	2	1	166936943	14	N	3		8496
222085916	65554354	1	392	2RG	1	166936944	30	N	3		385705
222085917	65554354	2	392	2RG	2	166936945	30	N	3		385705
222085918	65554355	1	393	60(d)	1	166936946	26	N	3	DA020945	9308
222085919	65554356	1	393	11	2	166936949	20	Y	99	DA020946	9422
222085920	65554356	2	392	2DL	D		14	N	3		385698
222085921	65554358	1	392	2RG	1	166936952	30	N	3		385705
222085922	65554358	2	396	3(a)(1)	1	166936952	30	N	3	CT060944	9203
222085923	65554358	3	396	5(b)	1	166936952	30	N	3	CT060944	9211
222085924	65554358	4	393	60(c)	1	166936952	26	N	3	CT060944	257571
222085925	65554358	5	392	2RG	1	166936952	30	N	3	CT060944	385705
222085926	65554359	1	392	2RG	1	166936954	30	N	3	HL47971	385705
222085927	65554359	2	393	47(e)	1	166936954	15	N	3	HL47971	257965
222085928	65554359	3	393	53(b)	1	166936954	16	N	3		385681
222085929	65554359	4	393	9(a)	2	166936955	20	N	3		9172
222085930	65554359	5	392	2RG	2	166936955	30	N	3		385705
222085931	65554360	1	390	21(a)	1	166936956	30	N	3		9566
222085932	65554360	2	392	82(a)(1)	D		14	N	3		392492
222085933	65554362	1	392	2LV	D		14	N	3	JB34292	385702
222085934	65554363	1	392	2-SLLS3	D		45	N	3	JB34293	390248
222085935	65554367	1	396	3(a)(1)	1	166936966	30	N	3		9203
222085936	65554367	2	393	45	1	166936966	16	N	3		9283
222085937	65554368	1	393	45(d)	1	166936967	16	N	3		392463
222085938	65554368	2	393	48A-BSRFS	1	166936967	16	N	3		392469
222085939	65554368	3	396	5(b)	2	166936968	24	Y	99	HK00312	392474
222085940	65554368	4	396	3(a)(1)	2	166936968	16	N	3		9208
222085941	65554370	1	392	2RG	1	166936971	30	N	3	281	385705
222085942	65554371	1	393	60(c)	1	166936973	26	N	3	281	257571
222085943	65554371	2	392	2RG	2	166936974	30	N	3		385705
222085944	65554371	3	392	2RG	3	166936975	30	N	3	281	385705
222085945	65554371	4	392	2DL	D		14	N	3	281	385698
222085946	65554374	1	393	48(a)	2	166936980	16	N	3		9288
222085947	65554380	1	392	2	1	166936990	30	N	3		379214
222085948	65554380	2	390	21(a)	1	166936990	30	N	3	HS13179	9566
222085949	65554380	3	392	2	1	166936990	14	N	3	HS13179	8496
222085950	65554383	1	395	8F01	D		3	N	3	HA66673	396252
222085951	65554383	2	396	5(b)	1	166936994	24	Y	1	CW768111	392472
222085952	65554383	3	396	3(a)(1)	1	166936994	16	N	3		9208
222085953	65554383	4	393	75C	1	166936994	23	N	3		2909
222085954	65554383	5	393	19	2	166936995	20	Y	1	CW768111	9443
222085955	65554383	6	393	9(a)	2	166936995	20	Y	1	CW768111	9183
222085956	65554383	7	392	2DL	D		14	Y	3		385698
222085957	65554385	1	392	2DIM	2	166936999	30	Y	1		385697
222085958	65554386	1	392	2RG	1	166937000	30	N	3		385705
222085959	65554386	2	396	3(a)(1)	2	166937001	30	Y	99	DA020947	9203
222085961	65554392	1	393	9(a)	1	166937008	20	Y	99	CW 076176	9172
222085962	65554393	1	396	3(a)(1)	1	166937009	30	N	3		9203
222085963	65554393	2	396	3(a)(1)	1	166937009	16	N	3		9208
222085964	65554394	1	392	2RG	1	166937010	30	N	3		385705
222085965	65554394	2	392	2RG	1	166937010	30	N	3		385705
222085966	65554394	3	396	5(b)	1	166937010	30	N	3		9211
222085967	65554396	1	392	2RG	1	166937012	30	N	3		385705
222085968	65554396	2	393	11	1	166937012	20	N	3		9422
222085969	65554409	1	395	8(a)	D		3	Y	3		254677
222085970	65554409	2	392	2RG	1	166937034	30	N	3	HS13180	385705
222085971	65554409	3	392	2	1	166937034	30	N	3	HS13181	379214
222085972	65554409	4	392	9a(a)(1)	1	166937034	30	Y	99		337774
222085973	65554409	5	393	209(d)	1	166937034	21	N	3		8493
222085974	65554409	6	393	47(e)	1	166937034	15	N	3		257965
222085975	65554409	7	393	48(a)	2	166937035	16	N	3		9288
222085976	65554409	8	393	48(a)	2	166937035	16	N	3		9288
222085977	65554409	9	396	3(a)(1)	1	166937034	15	Y	99	HS13180	383183
222085978	65554409	10	393	95(f)	1	166937034	28	N	3		9180
222085979	65554409	11	393	25(b)	1	166937034	20	N	3		9269
222085980	65554409	12	396	3(a)(1)	2	166937035	16	N	3		9208
222085981	65554409	13	392	2	1	166937034	14	Y	99		8496
222085982	65554410	1	396	3A1T	1	166937036	23	N	3		9209
222085983	65554412	1	396	3(a)(1)	1	166937038	16	N	3		9208
222085984	65554412	2	396	3(a)(1)	1	166937038	16	N	3		9208
222085985	65554412	3	396	3(a)(1)	2	166937039	16	N	3		9208
222085992	65554421	1	393	47(e)	1	166937057	15	N	3		257965
222085993	65554421	2	393	47(e)	1	166937057	15	N	3		257965
222085994	65554421	3	396	3(a)(1)	1	166937057	15	Y	1		383183
222085995	65554421	4	396	3(a)(1)	1	166937057	16	N	3		9208
222085996	65554421	5	396	3(a)(1)	2	166937058	16	N	3	HK00266	9208
222085997	65554422	1	396	3(a)(1)	1	166937059	16	N	3		9208
222085998	65554422	2	393	207(a)	2	166937060	22	N	3		9459
222085999	65554423	1	392	2	1	166937061	14	N	3		8496
222086000	65554423	2	393	9(a)	1	166937061	20	N	3		283327
222086001	65554423	3	393	9(a)	1	166937061	20	N	3		283327
222086002	65554425	1	392	2RG	1	166937063	30	N	3	HV07922	385705
222086003	65554425	2	392	2AU	1	166937063	30	N	3	HV07922	385695
222086004	65554425	3	390	21(a)	1	166937063	30	N	3		9566
222086005	65554425	4	393	75C	1	166937063	23	N	3		2909
222086006	65554427	1	392	2AU	1	166937066	30	N	3	HV07934	385695
222086007	65554427	2	392	2RG	1	166937066	30	N	3	HV07934	385705
222086008	65554427	3	392	2MI	1	166937066	14	N	3	HV07934	385703
222086009	65554429	1	396	3(a)(1)	1	166937069	30	Y	99	CW311888	9203
222086010	65554430	1	392	16	D		11	N	3		9386
222086011	65554430	2	392	2RG	1	166937070	30	N	3		385705
222086012	65554430	3	392	2AU	1	166937070	30	N	3	HP05018	385695
222086013	65554436	1	393	95(f)	1	166937076	28	N	3		9180
222086014	65554438	1	392	2	D		14	N	3	1	8496
222086015	65554438	2	392	2RG	1	166937078	30	N	3	2	385705
222086016	65554438	3	390	21(a)	1	166937078	30	N	3	2	9566
222086017	65554439	1	392	2RG	1	166937079	30	N	3	1	385705
222086018	65554439	2	393	11	1	166937079	20	N	3	1	9422
222086019	65554439	3	393	11	1	166937079	20	N	3	1	9422
222086020	65554439	4	393	11	1	166937079	20	N	3	1	9422
222086021	65554439	5	392	2RG	1	166937079	30	N	3	1	385705
222086022	65554439	6	393	95(f)	1	166937079	28	N	3	1	9180
222086023	65554440	1	392	2RG	1	166937080	30	N	3		385705
222086024	65554440	2	393	9(a)	1	166937080	20	N	3	1	9172
222086025	65554440	3	393	9(a)	1	166937080	20	N	3	1	9172
222086026	65554445	1	393	207(f)	1	166937089	22	N	3		9263
222086027	65554446	1	392	2-SLLS3	D		45	N	3		390248
222086028	65554446	2	396	3(a)(1)	1	166937091	16	N	3		9208
222086029	65554446	3	396	3(a)(1)	1	166937091	16	N	3		9204
222086030	65554447	1	393	75(a)(3)	1	166937093	23	Y	99	CW68082	9334
222086031	65554447	2	393	75(a)(3)	1	166937093	23	Y	99	CW68082	9334
222086032	65554447	3	396	3(a)(1)	1	166937093	16	N	3		9208
222086033	65554447	4	396	3(a)(1)	2	166937094	16	N	3		9208
222086034	65554448	1	396	3(a)(1)	1	166937095	16	N	3		9208
222086035	65554448	2	396	3(a)(1)	2	166937096	30	N	3		9203
222086036	65554450	1	392	2RG	1	166937098	30	N	3		385705
222086037	65554450	2	392	2RG	1	166937098	30	N	3		385705
222086038	65554450	3	393	75C	1	166937098	23	N	3		2909
222086039	65554450	4	392	2	1	166937098	14	N	3		8496
222086040	65554450	5	396	5(b)	1	166937098	30	N	3	DP99631	9211
222086041	65554450	6	393	207(c)	1	166937098	22	N	3		9328
222086042	65554450	7	393	45(b)(2)	1	166937098	16	N	3	DP99631	392460
222086043	65554450	8	396	3(a)(1)	1	166937098	16	N	3		9208
222086044	65554450	9	396	3(a)(1)	1	166937098	30	N	3		9203
222086045	65554450	10	393	11	1	166937098	20	N	3		9422
222086046	65554450	11	393	11	1	166937098	20	N	3		9422
222086047	65554450	12	393	11	1	166937098	20	N	3		9422
222086048	65554451	1	393	9(a)	1	166937099	20	N	3		9172
222086049	65554451	2	393	60(c)	1	166937099	26	N	3		257571
222086050	65554452	1	393	9(a)	1	166937100	20	N	3		283327
222086051	65554452	2	393	9(a)	1	166937100	20	Y	1		283327
222086052	65554452	3	396	3(a)(1)	1	166937100	16	N	3	DP99632	9208
222086053	65554452	4	396	5(b)	1	166937100	30	N	3		9211
222086054	65554452	5	392	2RG	1	166937100	30	N	3		385705
222086055	65554453	1	396	3(a)(1)	1	166937101	16	N	3	CW533470	9204
222086056	65554453	2	396	3(a)(1)	2	166937102	30	N	3		9203
222086057	65554454	1	393	45	1	166937103	16	N	3	13787	9283
222086058	65554463	1	395	8F01	D		3	Y	3	HA66902	396252
222086059	65554467	1	393	9(a)	1	166937122	20	N	3	DD58589	9172
222086060	65554467	2	393	95(f)	1	166937122	28	N	3	DD58589	9180
222086062	65554470	1	396	3(a)(1)	1	166937127	16	N	3		9208
222086063	65554470	2	393	75C	1	166937127	23	N	3		2909
222086064	65554471	1	393	75(a)(1)	1	166937128	23	Y	1		9332
222086065	65554472	1	393	11	1	166937129	20	N	3		9422
222086066	65554473	1	393	209(d)	1	166937130	21	Y	99		8493
222086067	65554473	2	393	43(a)	1	166937130	16	Y	99		9280
222086068	65554473	3	393	75C	2	166937131	23	N	3		2909
222086069	65554476	1	393	75(a)(3)	1	166937136	23	Y	99		9334
222086070	65554477	1	396	5(b)	1	166937137	30	N	3		9211
222086072	65554479	1	392	2AU	1	166937140	30	N	3	JB75909	385695
222086073	65554479	2	390	21(a)	1	166937140	30	N	3		9566
222086074	65554479	3	390	21(a)	1	166937140	30	N	3		9566
222086075	65554479	4	392	2RG	1	166937140	30	N	3		385705
222086076	65554479	5	392	2WC	1	166937140	30	N	3		385707
222086077	65554479	6	393	9(a)	1	166937140	20	N	3		9172
222086078	65554479	7	393	95(f)	1	166937140	28	N	3		9180
222086079	65554480	1	392	2AU	1	166937141	30	N	3	JB75910	385695
222086090	65554503	1	393	60(c)	1	166937178	26	N	3	DA019909	257571
222086091	65554505	1	393	47(e)	1	166937181	15	N	3		257965
222086103	65554520	1	396	3(a)(1)	1	166937210	16	N	3		9208
222086104	65554520	2	393	75(a)(3)	2	166937211	23	Y	1	CW533469	9334
222086105	65554522	1	393	47(e)	2	166937213	15	N	3		257965
222086106	65554522	2	396	3(a)(1)	2	166937213	15	Y	1		383183
222086107	65554523	1	396	3(a)(1)	1	166937215	15	Y	1		383183
222086108	65554523	2	393	47(e)	1	166937215	15	N	3		257965
222086109	65554526	1	393	47(b)	1	166937220	16	Y	1	CW767999	257962
222086110	65554528	1	392	2LV	D		14	N	3		385702
222086111	65554528	2	392	2RG	1	166937224	30	N	3		385705
222086118	65554534	1	396	3(a)(1)	1	166937234	30	N	3		9203
222086119	65554534	2	393	75(h)	1	166937234	23	N	3		371296
222086120	65554535	1	396	5(b)	1	166937235	30	N	3		9211
222086121	65554535	2	396	3(a)(1)	1	166937235	30	N	3		9203
222086130	65554543	1	392	2RG	1	166937248	30	N	3		385705
222086133	65554547	1	392	9(a)(2)	1	166937255	25	Y	1	CW768251	9413
222086134	65554547	2	392	2RG	1	166937255	30	N	3		385705
222086135	65554547	3	392	2RG	2	166937256	30	N	3		385705
222086136	65554547	4	392	2DIM	2	166937256	30	N	3		385697
222086137	65554548	1	393	75C	2	166937258	23	N	3		2909
222086138	65554548	2	393	48(a)	2	166937258	16	N	3		9288
222086139	65554551	1	392	2RG	1	166937262	30	N	3	VERBAL	385705
222086140	65554552	1	393	47(e)	1	166937263	15	N	3	CW533471	257965
222086141	65554552	2	396	3(a)(1)	2	166937264	30	N	3	13787	9203
222086142	65554552	3	396	3(a)(1)	2	166937264	30	N	3	13787	9203
222086143	65554553	1	393	9(a)	1	166937265	20	N	3		9172
222086144	65554553	2	392	2	2	166937266	14	Y	1		8496
222086145	65554557	1	392	2MI	3	166937273	14	N	3		385703
222086146	65554558	1	392	2	D		14	N	3		8496
222086147	65554558	2	395	8	D		7	N	3		9194
222086148	65554559	1	392	2-SLLS4	D		45	N	3		390240
222086149	65554559	2	392	2	1	166937276	14	N	3	CK018871	8496
222086150	65554559	3	392	2AU	1	166937276	30	N	3		385695
222086151	65554559	4	395	8(a)	D		3	Y	3		254677
222086152	65554560	1	392	2RG	1	166937277	30	N	3		385705
222086153	65554560	2	392	2AU	1	166937277	30	N	3	HK00208	385695
222086154	65554560	3	392	2RG	1	166937277	30	N	3		385705
222086159	65554568	1	393	87(a)	2	166937291	30	Y	99	DA020944	257978
222086160	65554568	2	392	2	2	166937291	47	N	3		390281
222086161	65554569	1	393	9(a)	1	166937292	20	N	3	1	9172
222086162	65554569	2	392	2RG	1	166937292	30	N	3	1	385705
222086163	65554569	3	393	11	2	166937293	20	N	3	2	9424
222086164	65554570	1	392	2RG	1	166937294	30	N	3	1	385705
222086165	65554571	1	392	2AU	1	166937296	30	Y	99	JB 47472	385695
222086166	65554571	2	392	2RG	1	166937296	30	N	3	JB 48627	385705
222086167	65554572	1	392	2LV	D		14	N	3	JB 47473	385702
222086172	65554577	1	393	47(e)	1	166937306	15	N	3		257965
222086173	65554577	2	393	47(e)	1	166937306	15	N	3		257965
222086174	65554577	3	393	47(e)	1	166937306	15	N	3		257965
222086175	65554577	4	396	3(a)(1)	2	166937307	16	N	3		9204
222086176	65554577	5	396	3(a)(1)	1	166937306	15	Y	4	CW398068	383183
222086177	65554577	6	396	3(a)(1)	1	166937306	16	N	3		9204
222086178	65554578	1	396	3(a)(1)	2	166937309	16	N	3		9204
222086181	65554583	1	392	2RG	1	166937318	30	N	3		385705
222086182	65554584	1	393	9(a)	1	166937320	20	N	3		9172
222086183	65554593	1	392	2AU	1	166937335	30	N	3	HK00209	385695
222086184	65554596	1	393	9(a)	2	166937340	20	Y	99	DK54114	9172
222086186	65554599	1	393	47(e)	1	166937344	15	N	3		257965
222086187	65554601	1	392	2-SLLEWA2	1	166937346	47	N	3	1	390250
222086188	65554604	1	392	2RG	1	166937350	30	N	3		385705
222086189	65554604	2	396	3(a)(1)	2	166937351	16	N	3		9208
222086190	65554604	3	393	45(b)(2)	2	166937351	16	N	3		392460
222086191	65554609	1	393	75C	1	166937356	23	N	3		2909
222086192	65554609	2	392	2AU	1	166937356	30	Y	99	JB 47475	385695
222086193	65554609	3	392	2AU	1	166937356	30	N	3		385695
222086194	65554609	4	392	2	1	166937356	14	Y	99		8496
222086195	65554609	5	392	2	1	166937356	14	Y	99		8496
222086196	65554609	6	392	2RG	1	166937356	30	N	3	JB 47475	385705
222086197	65554609	7	393	11	1	166937356	20	N	3		9422
222086198	65554609	8	393	11	1	166937356	20	N	3		9422
222086199	65554610	1	392	2	1	166937357	14	Y	99		8496
222086200	65554610	2	392	2-SLLEWA1	D		47	N	3		390260
222086201	65554610	3	392	2-SLLEWA1	D		47	N	3		390260
222086202	65554611	1	392	2	1	166937358	14	N	3	JB 48626	8496
222086203	65554611	2	392	2AU	1	166937358	30	Y	99	JB 48626	385695
222086204	65554611	3	392	2RG	1	166937358	30	N	3	JB 48626	385705
222086205	65554611	4	393	75B	1	166937358	23	N	3		254322
222086206	65554611	5	393	75C	1	166937358	23	N	3		2909
222086207	65554611	6	392	2RG	1	166937358	30	N	3	JB 48626	385705
222086214	65554617	1	396	3(a)(1)	1	166937369	16	N	3		9208
222086215	65554622	1	396	3(a)(1)	1	166937377	30	N	3		9203
222086216	65554622	2	393	95(a)	1	166937377	28	N	3		9178
222086217	65554623	1	396	3(a)(1)	1	166937378	30	N	3		9203
222086218	65554623	2	396	5(b)	1	166937378	30	N	3		9211
222086219	65554624	1	393	75C	1	166937379	23	N	3	DA40234	2909
222086220	65554624	2	393	75(a)(3)	2	166937380	23	Y	1		9334
222086221	65554624	3	393	47(e)	2	166937380	15	N	3	DA40234	257965
222086222	65554628	1	393	79	1	166937384	26	N	3		9348
222086223	65554628	2	396	3(a)(1)	1	166937384	30	N	3		9203
222086224	65554628	3	396	3(a)(1)	1	166937384	30	N	3		9203
222086225	65554628	4	393	47(e)	2	166937385	15	N	3		257965
222086226	65554628	5	396	3(a)(1)	2	166937385	16	N	3		9208
222086227	65554629	1	392	2-SLLS1	D		45	N	3		390251
222086228	65554629	2	395	8E	D		2	N	3	JB17004	253692
222086229	65554629	3	395	8(a)(1)	D		3	Y	3	JB17005	396451
222086230	65554629	4	392	2	1	166937386	30	N	3		379214
222086231	65554629	5	392	2RG	1	166937386	30	N	3	JB17005	385705
222086232	65554629	6	396	3(a)(1)	1	166937386	16	N	3	JB17005	9208
222086233	65554629	7	396	9(d)(2)	1	166937386	30	N	3	JB17005	9214
222086234	65554629	8	393	9(a)	1	166937386	20	N	3		9172
222086235	65554629	9	393	75(a)(1)	2	166937387	23	N	3	JB17005	9332
222086236	65554629	10	392	2RG	1	166937386	30	N	3	JB17005	385705
222086237	65554629	11	392	2RG	2	166937387	30	N	3	JB17005	385705
222086238	65554630	1	396	3(a)(1)	1	166937388	16	N	3		9208
222086239	65554632	1	396	3(a)(1)	1	166937390	16	N	3		9208
222086240	65554633	1	392	2AU	1	166937391	30	N	3	JB69933	385695
222086241	65554634	1	392	2	D		14	N	3		8496
222086242	65554635	1	392	2RG	2	166937395	30	N	3		385705
222086243	65554636	1	393	75(a)(3)	1	166937396	23	Y	1		9334
222086244	65554636	2	396	3(a)(1)	1	166937396	16	N	3		9208
222086245	65554636	3	396	5(b)	1	166937396	30	N	3		9211
222086247	65554642	1	393	75(a)(1)	1	166937402	23	Y	99		9332
222086248	65554643	1	392	2AU	1	166937404	30	N	3		385695
222086249	65554644	1	392	2	1	166937405	14	N	3		8496
222086250	65554644	2	390	21(a)	1	166937405	30	N	3		9566
222086251	65554644	3	376	11(d)(1)	1	166937405	14	N	3		396114
222086253	65554646	1	393	9(a)	1	166937407	20	Y	99	CW114387	9172
222086254	65554646	2	392	2RG	1	166937407	30	N	3		385705
222086255	65554646	3	392	2RG	1	166937407	30	N	3		385705
222086256	65554648	1	392	2WC	1	166937409	30	N	3		385707
222086257	65554649	1	396	3(a)(1)	1	166937410	16	N	3	281	9204
222086258	65554650	1	393	81	1	166937411	30	N	3		9350
222086259	65554650	2	396	3(a)(1)	1	166937411	16	N	3		9204
222086260	65554650	3	396	3(a)(1)	1	166937411	16	N	3		9204
222086261	65554650	4	396	3(a)(1)	1	166937411	16	N	3	215	9204
222086262	65554650	5	396	3(a)(1)	1	166937411	16	N	3		9204
222086263	65554650	6	392	2RG	1	166937411	30	N	3		385705
222086264	65554651	1	393	47(e)	1	166937412	15	N	3	281	257965
222086265	65554651	2	396	3(a)(1)	1	166937412	30	N	3		9203
222086266	65554652	1	396	3(a)(1)	1	166937413	15	Y	99	215	383183
222086267	65554652	2	396	3(a)(1)	1	166937413	16	N	3	215	9204
222086268	65554652	3	396	3(a)(1)	1	166937413	16	N	3		9204
222086269	65554652	4	396	3(a)(1)	1	166937413	16	N	3		9204
222086270	65554652	5	396	3(a)(1)	1	166937413	30	N	3		9203
222086271	65554652	6	393	205(c)	1	166937413	24	N	3		9458
222086272	65554652	7	393	81	1	166937413	30	N	3		9350
222086273	65554652	8	396	3(a)(1)	1	166937413	16	N	3		9204
222086274	65554652	9	396	3(a)(1)	1	166937413	30	N	3		9203
222086275	65554652	10	392	2RG	1	166937413	30	N	3		385705
222086276	65554655	1	396	3(a)(1)	1	166937416	30	N	3		9203
222086277	65554659	1	392	2C	D		40	N	3	CR46160	9389
222086278	65554665	1	396	3(a)(1)	1	166937428	30	N	3		9203
222086283	65554675	1	395	8F01	D		3	N	3		396252
222086289	65554685	1	392	2WC	2	166937466	30	N	3	CW446290	385707
222086290	65554686	1	392	2C	D		40	N	3		9389
222086291	65554686	2	392	2	1	166937467	14	Y	99		8496
222086292	65554686	3	392	2RG	1	166937467	30	N	3	HQ75261	385705
222086293	65554687	1	392	2T	D		46	N	3		9396
222086294	65554688	1	392	2C	D		40	N	3		9389
222086295	65554689	1	390	21(a)	1	166937471	30	N	3	DA021305	9566
222086296	65554689	2	390	21(a)	1	166937471	30	N	3		9566
222086297	65554689	3	392	2RG	1	166937471	30	N	3		385705
222086298	65554689	4	392	2RG	1	166937471	30	N	3		385705
222086299	65554690	1	393	11	1	166937472	20	N	3		9422
222086300	65554691	1	393	9(a)	1	166937473	20	N	3		9172
222086301	65554691	2	392	2AU	1	166937473	30	N	3		385695
222086302	65554691	3	393	75C	1	166937473	23	N	3		2909
222086303	65554692	1	392	2	1	166937474	14	N	3		8496
222086304	65554692	2	393	45(b)(2)	1	166937474	16	N	3		392460
222086305	65554692	3	392	2RG	1	166937474	30	N	3		385705
222086306	65554693	1	392	2DIM	D		30	N	3	HK00190	385697
222086307	65554694	1	393	11	1	166937477	20	N	3		9422
222086308	65554696	1	393	9(a)	2	166937480	20	N	3		9172
222086309	65554697	1	393	205(a)	1	166937481	24	Y	99	HK56550	9456
222086310	65554698	1	392	2RG	1	166937483	30	N	3	CW670439	385705
222086311	65554699	1	392	2WC	1	166937484	30	N	3	CW670440	385707
222086312	65554700	1	392	2RG	1	166937485	30	N	3	CW670441	385705
222086313	65554701	1	392	2RG	1	166937487	30	N	3		385705
222086314	65554713	1	392	2RG	1	166937501	30	N	3	CW670438	385705
222086315	65554714	1	392	2-SLLEWA2	D		47	N	3	CHP214	390250
222086316	65554715	1	392	2-SLLEWA2	D		47	N	3	HK57715	390250
222086317	65554715	2	392	2-SLLEWA1	D		47	N	3		390260
222086318	65554716	1	390	21(b)	1	166937506	30	N	3		9426
222086319	65554720	1	392	2-SLLEWA1	1	166937514	47	N	3	HA66933	390260
222086321	65554725	1	392	2C	D		40	N	3		9389
222086322	65554725	2	390	21(a)	1	166937523	30	N	3	CW100590	9566
222086323	65554725	3	392	2WC	1	166937523	30	N	3		385707
222086324	65554725	4	392	2RG	1	166937523	30	N	3		385705
222086327	65554727	1	392	2C	D		40	N	3		9389
222086328	65554728	1	392	2C	D		40	N	3		9389
222086329	65554728	2	392	2RG	1	166937526	30	N	3		385705
222086330	65554730	1	393	75B	1	166937528	23	N	3	HN93901	254322
222086331	65554730	2	396	5(b)	1	166937528	30	N	3		9211
222086332	65554730	3	396	3(a)(1)	1	166937528	16	Y	99		9204
222086333	65554731	1	393	205(a)	2	166937530	24	N	3	HN93902	9456
222086334	65554732	1	393	209(d)	1	166937531	21	N	3		8493
222086335	65554733	1	396	3(a)(1)	1	166937532	16	N	3		9208
222086336	65554734	1	393	9(a)	1	166937533	20	N	3		9172
222086337	65554735	1	393	9(a)	1	166937534	20	N	3		9172
222086338	65554736	1	393	9(a)	1	166937535	20	N	3		9172
222086339	65554737	1	393	60(c)	1	166937536	26	N	3		257571
222086347	65554745	1	396	3(a)(1)	1	166937548	30	N	3		9203
222086348	65554745	2	393	209(d)	1	166937548	21	Y	1	CW856479	8493
222086349	65554745	3	396	3(a)(1)	1	166937548	16	N	3		9204
