INSP_VIOL_SHIPPER_ID	INSP_VIOLATION_ID	SHIPPER_NAME	SHIPPER_STREET	SHIPPER_CITY	SHIPPER_STATE	SHIPPER_ZIP_CODE	SHIPPER_FIRST_BYTE	SHIPPER_DOT_NUMBER	PART_NO	PART_NO_SECTION	PART_SECTION_ID
297134	225556611	VERSPEETEN CARTAGE LIMITED	274129 WALLACE LINE RR4	INGERSOLL	ON	N5C 3J7		188033	172	502(a)(1)	8680
297135	225556734	XPO LOGISTICS FREIGHT INC	2211 OLD EARHART ROAD	ANN ARBOR	MI	48105-2751		241829	172	502(a)(1)	8680
297136	225558302	UNION PIPELINE INC	100 BRADY PLACE	NEW STANTON	PA	15672		2429298	172	516(c)(6)	9576
297139	225561585	HGC LOGISTICS LTD	2263 MASON STREET UNIT#102	ABBOTSFORD	BC	V2T 6J7		2127507	172	504(a)	8682
297140	225574043	MANUEL MARTINEZ	2574 S CHERRY AVENUE	FRESNO	CA	93706		2806348	173	24(c)	9592
297143	225579483	HARCROS CHEMICALS INC	5200 SPEAKER RD	KANSAS CITY	KS	66106		980774	172	322(b)	8647
297144	225579791	CHEMEDGE LLP	3121 WILMARCO DRIVE	BALTIMORE	MD	21223		920936	172	334	8662
297145	225580652	PROGASCO INC	P O BOX 70205	SAN JUAN	PR	00936		128130	172	600(c)	9579
297147	225581192	EMPIRE GAS COMPANY	PO.BOX 363651	SAN JUAN	PR	00936		277692	172	600(c)	9579
297152	225589408	PINNACLE FRAC TRANSPORT LLC	1804 KILGORE DRIVE	HENDERSON	TX	75652		2436828	172	502(a)(2)	8681
297153	225589410	ALLCHEM PERFORMANCE PRODUCTS	416 S. MAIN STREET	CORSICANA	TX	75110			172	600(c)	9579
297154	225591696	BESTWAY CARTAGE LTD	30 NEWBRIDGE ROAD UNIT 1	ETOBICOKE	ON	M8Z 2L7		480535	172	504(a)	8682
297157	225594628	MOBILE FORCE LLC	PO BOX 13427	TEMPE	AZ	85226		884361	172	328(d)	263071
297159	225595283	POET ETHANOL PRODUCTS	3939 N. WEBB RD.	WICHITA	KS	67226			172	516(c)(6)	9576
297164	225615843	VIPER TRANSPORTATION INC	5375 CLAYTON ROAD	CONCORD	CA	94521		1509528	172	406(f)	8679
297165	225616484	PACIFIC STATES PETROLEUM INC	220 HOOKSTON ROAD	PLEASANT HILL	CA	94523		2461679	172	516(c)(6)	9576
297166	225617554	GRAY & SON INC	430 WEST PADONIA ROAD	TIMONIUM	MD	21093		988991	172	202(b)	8596
297168	225619043	SHAMROCK CONSTRUCTION GROUP INC	453 HIGHWAY 35	KEYPORT	NJ	07735-5033		3084611	172	400(a)	8664
297169	225619127	MASOULEH CORP - HYGRADE OIL	301 RIVER ROAD	CLIFTON	NJ	07014		966443	172	516(c)(6)	9576
297172	225624297	CHEMICAL TRANSPORTATION INC	POB 397	RILLITO	AZ	85654-0397		187957	172	502(a)(1)	8680
297173	225624875	ROADRUNNER TRANSPORTATION SERVICES INC	4900 SOUTH PENNSYLVANIA AVENUE	CUDAHY	WI	53110		242009	172	202(b)	8596
297174	225627604	CO-ALLIANCE LLP	5250 E US HWY 36 BUILDING 1000	AVON	IN	46123		1141986	172	302(a)	8628
297176	225628544	FAB EXPRESS INC	11225 JOLIET ROAD	LEMONT	IL	60439-8887		292372	172	502(a)(1)	8680
297177	225631022	WEST CENTRAL DISTRIBUTION LLC	PO BOX 897	WILLMAR	MN	56201		132235	172	203(k)	8617
297178	225631773	RHINO LINNINGS	PO BOX 14126	PARKVILLE	MO	64152			172	202(a)(3)	8593
297179	225632025	ECOLAB	14801 SPRING ST SW	LAKEWOOD	WA	98439			172	332A	10078
297182	225643215	TRANSCO LOGISTICS LLC	9224 TUPMAN RD	TUPMAN	CA	93276		3161080	172	328(d)	263071
297183	225643218	BURRTEC WASTE INDUSTRIES INC	9890 CHERRY AVE	FONTANA	CA	92335		1003451	172	407	10904
297184	225645148	FLEET TRANSIT INC	3400 FAIRFIELD RD	BALTIMORE	MD	21226		154471	173	24(b)(1)	9589
297189	225645991	MAJESTIC OIL COMPANY INC	2104 FAIRFAX AVE	CHERRY HILL	NJ	08003		228349	173	24(b)(1)	9589
297190	225645994	WR NEUMANN CO INC	1151B ROUTE 33	FARMINGDALE	NJ	07727		379215	172	519	9578
297191	225646002	J F KIELY CONSTRUCTION CO LLC	700 MCCLELLAN ST	LONG BRANCH	NJ	07740-5836		3076971	172	401	8665
297192	225646139	AIRGAS USA LLC	31 N PEORIA AVENUE	TULSA	OK	74120		299712	172	202(a)(5)	8595
297194	225646154	PERPETUAL TRADING INC	6718 SYLVESTER ST	PHILADELPHIA	PA	19149		1636973	173	312	396314
297197	225646893	BUENO LANSCAPING INC	4 CEDAR AVE	PATCHOGUE	NY	11772			172	600(c)	9579
297198	225649761	BRUCE ALLEN INCORPORATED	P O BOX 199	HARRISVILLE	WV	26362		767040	172	514(a)	9569
297199	225650316	FLORIDA CHEMICAL	351 WINTER HAVEN BOULEVARD	WINTER HAVEN	FL	33880			172	202(b)	8596
297201	225651634	SERENA WHOLESALE INC	3840 EISENHOWER PARKWAY	MACON	GA	31206		1741195	172	502(a)(1)	8680
297202	225652582	KAISER TRANSPORT INC	P O BOX 18849	NATCHEZ	MS	39122		1484839	172	200(a)	8586
297203	225652854	ELITE ROOFING SUPPLY LA LLC	5150 N TOM MURRAY AVE	GLENDALE	AZ	85301-7019		3125152	172	502(a)(1)	8680
297204	225654307	MANCUSO CHEMICALS LIMITED	5725 PROGRESS STREET	NIAGARA FALLS	ON	L2G0C1		715603	172	504(a)	8682
297205	225654656	HOPKINS TRANSPORTS INC	13003 E ADMIRAL PL	TULSA	OK	74116-2117		177235	173	24b(d)(2)	9591
297208	225659184	FLEET QUEST LOGISTICS LLC	3056 EASTERN AVE SE	GRAND RAPIDS	MI	49548		1722624	172	502(a)(1)	8680
297209	225659273	FAF INC	6800 PORT ROAD	GROVEPORT	OH	43125		728630	172	506(a)(1)	9635
297210	225660122	SIGMA-ALDRICH MFG LLC	3500 DEKALB	ST LOUIS	MO	63118			172	203(m)	383367
297212	225664470	SUPERIOR CLEANING EQUIPMENT INC	4422 E UNIVERSITY DR	PHOENIX	AZ	85034-7404		2995328	172	202(b)	8596
297213	225664875	DAIRY SPECIALISTS LLC	3309 EMPIRE STREET	EVANS	CO	80620		512973	172	326(c)(1)	8653
297215	225665042	BETTIS ASPHALT & CONSTRUCTION INC	PO BOX 1694	TOPEKA	KS	66606		983225	172	200(a)	8586
297217	225665102	MAVERICK HEALTHCARE GROUP LLC	P O BOX 40700	MESA	AZ	85274-0700		825554	172	519	9578
297218	225665106	BETTIS ASPHALT & CONSTRUCTION INC	PO BOX 1694	TOPEKA	KS	66606		983225	172	516(c)(6)	9576
297221	225665527	RAYMOND HANDLING SOLUTIONS	9939 NORWALK	SANTA FE SPRINGS	CA	90670			172	516(c)(5)	9575
297225	225666717	OXARC INC	4003 E BROADWAY	SPOKANE	WA	99220		38509	172	202(a)(1)	8591
297226	225668068	HARCROS CHEMICALS INC.	5200 SPEAKER ROAD	KANSAS CITY	KS	66106			172	516(c)(5)	9575
297227	225668485	INDEPENDENCE OILFIELD CHEMICALS LLC	221 ENERGY STREET	WILLISTON	ND	58801			172	200(a)	8586
297229	225670340	WESTERN INTERNATIONAL GAS & CYLINDERS INC	P O BOX 668	BELLVILLE	TX	77418		511553	172	202(a)(5)	8595
297230	225683433	TRIPLE RRR CARRIERS INC	17228 RUNNING DOE ST	LAREDO	TX	78045		3031364	172	504(a)	8682
297231	225685111	J L PLANK INC	34762 LENCIONI AVENUE	BAKERSFIELD	CA	93308		2709820	173	24(c)	9592
297235	225687029	MAINE OXY ACETYLENE SUPPLY CO	22 ALBISTON WAY	AUBURN	ME	04210-4803		94444	172	202(a)(5)	8595
297237	225691081	BLOSSMAN GAS INC	PO BOX 1110	OCEAN SPRINGS	MS	39566-1110		104595	172	519	9578
297238	225691592	RAMON GARCIAS GONZALEZ	20 SW 52 AVE	MIAMI	FL	33134			177	823A	1789
297239	225691720	TERRY SUPPLY COMPANY	6211 17TH STREET EAST	BRADENTON	FL	34203-5045		540560	172	202(a)(5)	8595
297243	225694552	PEST DOCTOR INC	10670 NW 123RD STREET RD UNIT 104	MEDLEY	FL	33178-3160		2906017	172	600(c)	9579
297245	225696943	LUKE PROPANE INC	P O BOX 207	OCILLA	GA	31774		969371	172	328(c)	8657
297246	225697251	CHANEY BUSH IRRIGATION INC	115 WITCHARD ROAD	FITZGERALD	GA	31750		1012853	173	24(b)	9588
297247	225698257	ZSCHIMMER & SCHWARZ	70 HIGHWAY 22 W	MILLEDGEVILLE	GA	31061			172	202(b)	8596
297248	225701862	LEWIS TRUCKING INC	2120 HWY 54 N	BROWNSVILLE	TN	38012		639174	172	502(a)(2)	8681
297249	225704811	YRC INC	10990 ROE AVENUE	OVERLAND PARK	KS	66211		71821	177	817E	3363
297250	225704855	NORTH CENTRAL INDUSTRIES INC	P O BOX 2623	MUNCIE	IN	47307-0623		165755	172	516(c)(6)	9576
297251	225705978	MERRELL TRANSPORT LLC	17345 E ADMIRAL PL	TULSA	OK	74115		2266737	172	201(a)(1)	8587
297255	225708238	2-2-0 CORPORATION	P O  BOX 746	SPENCER	WV	25276		381557	172	400(a)	8664
297258	225708562	FOSECO	20200 SHELDON ROAD	CLEVELAND	OH	44142			172	202(a)(3)	8593
297261	225709768	JACOBUS ENERGY LLC	11815 W BRADLEY RD	MILWAUKEE	WI	53224-2532		1139404	172	519	9578
297262	225709820	NUANCE SOLUTIONS	9860 DORCHESTER	CHICAGO	IL	60628			172	202(b)	8596
297263	225710998	WEST ELK SUPPLY LLC	PO BOX 1978	GLENWOOD SPRINGS	CO	81602		2590130	172	516(c)(6)	9576
297268	225711507	SCHLUMBERGER TECHNOLOGY CORPERATION	9251 E 104TH AVE	HENDERSON	CO	80640			172	203(c)(2)	8602
297270	225714292	SCHNEIDER NATIONAL BULK CARRIERS INC	3101 SOUTH PACKERLAND DRIVE	GREEN BAY	WI	54313-6187		164311	172	516(c)(6)	9576
297271	225714370	BASIN WESTERN INC	3639 E HIGHWAY 40	BALLARD	UT	84066		167011	173	24(b)	9588
297272	225716389	TRANSPORTES LOPEZ E HIJOS SA DE CV	P O BOX 452919	LAREDO	TX	78045		233222	172	202(a)(1)	8591
297273	225725296	MOUNTAIN VALLEY PETROLEUM INC	608 GLIDE AVE	WEST SACRAMENTO	CA	95691-2309		783494	172	328(d)	263071
297274	225726001	DURA COAT PRODUCTS INC	5361 VIA RICARDO	RIVERSIDE	CA	925092414		2738468	172	301(a)(1)	385686
297275	225727029	LEISURE SUPPLY	2648 HEGAN LANE SUITE C	CHICO	CA	95928		40516	172	201(a)(1)	8587
297280	225729928	VON EIFF INC	13656 UNIONVILLE RD	UNION BRIDGE	MD	21791-7402		647919	172	202(b)	8596
297284	225730977	KEON MOBILE TRAILER REPAIR LLC	2504 W FAYETTE ST	BALTIMORE	MD	21223-1430		3163480	172	406(f)	8679
297285	225731621	UNITED REFIGERATION INC	11401 ROOSEVELT BLVD	PHILADELPHIA	PA	19154		257749	172	404(b)	8674
297286	225731958	SPRAGUE ENERGY/RIVER ROAD	172 SHATTUCK WAY	NEWINGTON	NH	03801			172	202(a)(2)	8592
297287	225732136	RIGGINS INC	3938 SOUTH MAIN ROAD	VINELAND	NJ	08360		17279	172	328(d)	263071
297288	225732234	DIXON BROS INC	100 POCONO ROAD	MOUNTAIN LAKES	NJ	07046		566823	172	516(c)(6)	9576
297289	225732727	EAGLE TRANSPORT CORPORATION	300 S WESLEYAN BLVD SUITE 202	ROCK MOUNT	NC	27804		90792	172	328(d)	263071
297300	225744774	LANDSTAR RANGER INC	13410 SUTTON PARK DRIVE SOUTH	JACKSONVILLE	FL	32224		241572	172	506(a)(1)	9635
297302	225746098	BUCKLES FUEL SERVICE INC	PO BOX 196	MERRIMAN	NE	69218		2900491	172	328(d)	263071
297303	225746625	APPALACHIAN WELL SURVEYS INC	PO BOX 1058	CAMBRIDGE	OH	43725-9729		1566442	172	202(a)(4)	8594
297304	225746697	COMMUNITY GREEN LANDSCAPE GROUP INC	1383 STATE ROUTE 28	LOVELAND	OH	45140		3089875	173	24(c)	9592
297309	225747268	TOTAL TRANSPORTATION OF MISSISSIPPI LLC	P O  BOX 2060	JACKSON	MS	39225-2060		434467	172	600(c)	9579
297310	225748154	OLIN LEMONT PLANT		LEMONT	IL	60439			173	24(b)	9588
297312	225748771	ROLANDO VIDAL SUAREZ	4326 N 35TH AVE  APT #1188	PHOENIX	AZ	85017			173	33(a)	9609
297313	225749109	KMG-PUEBLO	250 WILLIAM WHITE BOULEVARD	PUEBLO	CO	81001			172	400(a)	8664
297315	225749428	NORTHWEST PIPE CO	12351 RANCHO RD	ADELANTO	CA	92301			172	201(a)(1)	8587
297318	225750363	ELANTE TRANSPORT LTD	83 1-2448 CLEARBROOK ROAD	ABBOTSFORD	BC	V2T 2X8		3002382	172	600(c)	9579
297321	225764803	RSO INC	5204 MINNICK RD	LAUREL	MD	20707-3138		244895	172	203(d)(3)	8607
297324	225767163	AMERICAN CLEANING SOLUTION		LONG ISLAND CITY	NY	11101			172	201(a)(1)	8587
297325	225767167	FAIRCLOUGH PROPANE LLC	91 HAMPTON HOUSE ROAD	NEWTON	NJ	07860		2467407	172	516(c)(6)	9576
297326	225767590	SCHIFANO CONSTRUCTION CORP	1 SMALLEY AVENUE	MIDDLESEX	NJ	08846		604748	172	502(a)(2)	8681
297327	225767640	WR NEUMANN CO INC	1151B ROUTE 33	FARMINGDALE	NJ	07727		379215	173	24(b)(1)	9589
297329	225767728	NATIONAL FUEL TRANSPORT INC	1788 HIGHWAY 35 NORTH	SOUTH AMBOY	NJ	08879		1664209	172	516(c)(6)	9576
297330	225768210	STONEGATE EQUIPMENT CORP	168 TOWNLINE RD	KINGS PARK	NY	11754		1220709	172	200(a)	8586
297333	225774485	ASPHALT RESTORATION TECHNOLOGY SYSTEMS INC	1523 EAST PINE AVENUE	ORLANDO	FL	32824		1633224	172	502(a)(2)	8681
297334	225775802	GREENWOOD MOTOR LINES INC	PO BOX 271	WILMINGTON	OH	45177		63391	172	600(c)	9579
297335	225776539	EVO CORPORATION	1703 VARGRAVE STREET	WINSTON-SALEM	NC	27107		726198	172	302(b)	8629
297336	225776588	PILOT TRAVEL CENTERS LLC	P O BOX 10146	KNOXVILLE	TN	37939-0146		91805	172	516(c)(6)	9576
297338	225776679	SIDNEY LEE WELDING SUPPLY INC	P O BOX 429	HAMPTON	GA	30228		917052	172	516(c)(1)	9572
297339	225777526	SIDNEY LEE WELDING SUPPLY INC	P O BOX 429	HAMPTON	GA	30228		917052	172	202(a)(3)	8593
297341	225778730	YANCEY BROS CO	330 LEE INDUSTRIAL BLVD	AUSTELL	GA	30168		204645	172	600(c)	9579
297342	225778922	TIDEWATER TRANSIT CO INC	P O BOX 189	KINSTON	NC	28501		90882	172	202(a)(2)	8592
297346	225783773	HARMON OIL COMPANY INC	6696 BEECH ST	NORTH BRANCH	MI	48461		1567719	172	331	8660
297347	225784342	HAZMAT ENVIRONMENTAL GROUP INC	60 COMMERCE DRIVE	BUFFALO	NY	14218		255684	172	334	8662
297348	225784785	J M F TRANSPORT 1992 LTEE	5609 CHEMIN DE L'AEROPORT	VALCOURT	PQ	J0E 2L0		239513	172	516(c)(6)	9576
297349	225785217	AUTOZONE TEXAS LLC	123 SOUTH FRONT STREET	MEMPHIS	TN	38103		288323	172	506(a)(1)	9635
297350	225785218	BRENNTAG GREAT LAKES LLC	14765 WEST BOBOLINK AVE	MENOMONEE FALLS	WI	53051		305578	172	502(a)(1)	8680
297351	225785352	YRC INC	10990 ROE AVENUE	OVERLAND PARK	KS	66211		71821	172	502(a)(1)	8680
297353	225788149	LANDSTAR RANGER INC	13410 SUTTON PARK DRIVE SOUTH	JACKSONVILLE	FL	32224		241572	177	823A	1789
297354	225788333	CENTRAL NEBRASKA TRANSLOAD INCORPORATED	4331 JUERGEN RD	GRAND ISLAND	NE	68801		2370201	172	504(a)	8682
297355	225788575	QUALCO INC	225 PASSAIC ST	PASSAIC	NJ	07055			172	202(a)(5)	8595
297356	225788793	CHEMSAFE INTERNATIONAL GM INDUSTRIAL INC	ONE ZENEX CIRCLE	CLEVELAND	OH	44146		449916	172	202(a)(2)	8592
297357	225789085	WESTINGHOUSE ELECTRIC	5801 BLUFF ROAD MAIL STOP 15	HOPKINS	SC	29061			172	202(a)(2)	8592
297358	225789090	NALCO COMPANY	1601 WEST DIEHL ROAD	NAPERVILLE	IL	60563		76625	172	402(a)	8666
297361	225790469	KELBE BROTHERS EQUIPMENT COMPANY INC	P O BOX 467	BUTLER	WI	53007		153852	172	407	10904
297362	225791016	MALCO COMPANY	6216 WEST 66TH PLACE	BEDFORD PARK	IL	60638			172	504(a)	8682
297363	225791128	NCOC INC	21251 MEYERS RD	OAK PARK	MI	48237			172	514(a)	9569
297364	225791214	PETER E REID STEVEDORING	FAGATOGO P O BOX "A"	PAGO PAGO	AS	96799			172	200(a)	8586
297365	225791346	PETER E REID STEVEDORING	FAGATOGO P O BOX "A"	PAGO PAGO	AS	96799			172	200(a)	8586
297366	225794624	ANKEM CHEMICAL-PHOENIX	580 N BULLARD AVE #F68	GOODYEAR	AZ	85338			172	301(a)(1)	385686
297367	225794625	VELOCITY OF TOLLESON, FREIGHTLINER OF ARIZONA	9899 W ROOSEVELT ST	TOLLESON	AZ	85353			172	301(a)(1)	385686
297368	225794811	AMERICAN FRUITS AND FLAVORS LLC	1547 N KNOWLES AVE	LOS ANGELES	CA	90063			173	24(b)(1)	9589
297369	225794976	SYNCHEM INTERNATIONAL CO LTD	ROOM 3208/3209 WORLD TRADE CENTER NO 25 TONGXING	DALIAN	UK	116001			172	203(k)	8617
297370	225795271	R & L	600 GILLAM RD	WILMINGTON	OH	45177			172	504(b)	8683
297371	225795306	SUPERIOR PROPANE INC	600 EAST FRANK WAY	WILLIAMS	AZ	86046		1463749	172	504(a)	8682
297372	225795414	COC TRANSPORTATION INC	P O BOX 2506	FLAGSTAFF	AZ	86003		643093	172	328(d)	263071
297373	225795438	WORTHINGTON ARMSTRONG VENTURE	4525 N WALNUT	NORTH LAS VEGAS	NV	89081			172	201(d)	8590
297376	225796947	PLAINS MARKETING LP	PO BOX 4648	HOUSTON	TX	77210		879345	177	817E	3363
297380	225798283	IDEMITSU APOLLO CORPORATION	1831 16TH STREET	SACRAMENTO	CA	95811			172	302(a)	8628
297382	225801612	LIQUIDS IN MOTION LTD	BOX 9	MILLET	AB	T0C 1Z0		443437	172	504(a)	8682
297383	225814518	CHEMICAL TRANSFER CO	3105 SOUTH EL DORADO STREET	STOCKTON	CA	95206-0245		269372	172	328(d)	263071
297385	225816086	BOSTON ROAD SERVICE & CHARTER CORP	571 ELM ST UNIT C	BRIDGEWATER	MA	02324		2412196	173	24(f)(1)	9593
297387	225817902	GROUNDS GUYS OF FREEHOLD LLC	PO BOX 795	HOWELL	NJ	07731-0795		2935049	172	400(a)	8664
297388	225817939	LINDE GAS NORTH AMERICA LLC	200 SOMERSET CORPORATE BLVD  SUITE 7000	BRIDGEWATER	NJ	08807		107740	172	201(a)(1)	8587
297389	225817943	SCP DISTRIBUTORS LLC	109 NORTHPARK BLVD STE 400	COVINGTON	LA	70433		237962	172	516(c)(6)	9576
297392	225822771	PEACH STATE FORD TRUCK SALES INC	PO BOX 808	NORCROSS	GA	30091		334428	172	502(a)(1)	8680
297393	225823245	L & B TRANSPORT LLC	PO BOX 74870	BATON ROUGE	LA	70874-4870		281216	173	24(b)(1)	9589
297394	225823244	PREMIER CHEMICAL & SERVICES	4856 REVERE AVE STE A	BATON ROUGE	LA	70808			172	504(a)	8682
297395	225824379	SCHNEIDER NATIONAL CARRIERS INC	3101 S PACKERLAND DR	GREEN BAY	WI	54313		264184	172	516(c)(6)	9576
297396	225824674	GOLBUS ASSOCIATES	110 SUNBELT BLVD	COLUMBIA	SC	29203		699181	172	516(c)(1)	9572
297397	225825882	TIDEWATER TRANSIT CO INC	6174 HWY 70 W	KINSTON	NC	28504		90882	173	33(a)	9609
297398	225826128	AAA COOPER TRANSPORTATION	1751 KINSEY ROAD	DOTHAN	AL	36302		92261	172	504(a)	8682
297399	225826545	RAFFLES TRANSPORTATION GROUP INC	202-8434 120 STREET	SURREY	BC	V3W 7S2		3110174	172	519	9578
297401	225833838	TRADEBE TRANSPORTATION LLC	1433 E 83RD AVENUE SUITE 200	MERRILLVILLE	IN	46410		446276	172	202(a)(5)	8595
297402	225834061	BRENNTAG MID-SOUTH INC	PO BOX 20	HENDERSON	KY	42419		257819	172	504(a)	8682
297403	225834205	ETERNAL MATERIALS CO LTD	578 CHIEN-KUNG ROAD	KAOHSIUNG	UK				172	200(a)	8586
297404	225834328	AIRGAS USA LLC	2400 SANDRIDGE DR	MORAINE	OH	45439			172	328B	3020
297405	225834439	AMERICAS STYRENICS	925 COUNTY RD. 1A	IRONTON	OH	45638			172	302(a)	8628
297408	225835692	EAKIN ENTERPRISES INC	115 S 2ND ST SUITE B	SELAH	WA	98942		1752698	173	24(b)(1)	9589
297409	225836309	WINGATE COMPANY	PO BOX 127	IMPERIAL	CA	92251-0127		41538	172	326(c)(1)	8653
297412	225838026	HOMESTEAD HELICOPTERS INC	4045 CORPORATE WAY	MISSOULA	MT	59808		932729	172	202(b)	8596
297413	225838494	CHEMICAL TRANSFER CO	PO BOX 6036	STOCKTON	CA	95206-6036		269372	173	24(b)(1)	9589
297414	225838991	BASIC ENERGY SERVICES LP	801 CHERRY STREET  SUITE 2100	FORT WORTH	TX	76102		496970	172	202(a)(1)	8591
297415	225839066	QUALITY CARRIERS INC	1208 E KENNEDY BLVD SUITE 132	TAMPA	FL	33602		76600	172	302(a)	8628
297418	225851871	AGP LLC	24 VINE STREET	EVERETT	MA	02149		1066316	172	401	8665
297419	225853239	INSINGER PERFORMANCE INC	11278 RT 220	DUSHORE	PA	18614		756721	172	516(c)(6)	9576
297421	225854545	HEERA TRANSPORT INC	17 MAHER RD	SOMERSET	NJ	08873		1820124	172	516(c)(6)	9576
297422	225854676	HEERA TRANSPORT INC	17 MAHER RD	SOMERSET	NJ	08873		1820124	172	516(c)(6)	9576
297424	225854707	KARMI OIL LLC	58 S HIGH STREET SUITE B	DUBLIN	OH	43017		2916476	172	516(c)(6)	9576
297426	225854766	WOODSTOCK PLUMBING HEATING AIR CONDITIONING LLC	PO BOX 1083	WOODSTOCK	NY	12498		1317229	172	316(a)	8645
297427	225857029	INGRAM ENTERPRISES INC	3010 N INGRAM DRIVE	SPRINGFIELD	MO	65803		268419	172	516(c)(6)	9576
297428	225857221	SAMUEL CORALUZZO CO INC	1713 NORTH MAIN RD	VINELAND	NJ	08360		156123	172	328(d)	263071
297429	225857256	SAMUEL CORALUZZO CO INC	1713 NORTH MAIN RD	VINELAND	NJ	08360		156123	172	328(d)	263071
297430	225857264	ERCO WORLDWIDE INC	5700 HUNT ROAD	VALDOSTA	GA	31606			172	202(a)(2)	8592
297431	225857365	AIRGAS USA LLC	31 N PEORIA AVENUE	TULSA	OK	74120		299712	172	407	10904
297434	225863100	ROBINSON FARMS INC	181 EAST DARBY ROAD	DEXTER	NM	88230		735795	172	600(c)	9579
297436	225865072	BARNES OIL & PROPANE INC	129 N OAK ST	BATESBURG	SC	29006		1047888	173	24(b)(1)	9589
297439	225867122	MID-AMERICA POOL RENOVATION INC	5929 E 154TH TERRACE	GRANDVIEW	MO	64030		481640	172	600(c)	9579
297440	225869402	BADA BOOM FIREWORKS	195 COMMERCIAL BLVD	BLAKESLEE	PA	18610			172	202(a)(5)	8595
297442	225870105	WESLEY D PHILLIPS	882 CTY Z	CUBA CITY	WI	53807		1247710	173	24(b)	9588
297443	225870381	PLATER CHEMICALS LTD	ALREWAS HOUSE, MAIN STREET	BURTON-ON-TRENT	OT	DE13 7ED			172	604	21459
297444	225872816	COEUR D ALENE PAVING INC	120 E ANTON AVE	COEUR D ALENE	ID	83815		973178	172	200(a)	8586
297445	225872819	ANIMAL HEALTH INTERNATIONAL INC	P O BOX 1240	GREELEY	CO	80631-1240		419125	172	301(a)(1)	385686
297446	225872828	AUTOBCLEAN INC	24801 E WELLESLEY	OTIS ORCHARDS	WA	99027		2062169	172	203(c)(2)	8602
297448	225873145	STEEL ETC HOLDING COMPANY	1408 52ND STREET NORTH	GREAT FALLS	MT	59405		921304	172	200(a)	8586
297449	225873157	HEFTY SEED COMPANY	47304 252ND ST	BALTIC	SD	57003			172	302(a)	8628
297453	225874814	COCA-COLA NORTH AMERICA	3793 BROWNS MILL ROAD, S.E.	ATLANTA	GA	30354		3110174	172	519	9578
297454	225874851	L. NEILL CARTAGE CO, INC	5400 PROVISO DRIVE	BERKELEY	IL	60163			172	201(a)(4)	8588
297456	225889750	ENERGY TRANSPORT AND LOGISTIC LLC	22440 S ALAMEDA ST	LONG BEACH	CA	90810		2388141	172	504(a)	8682
297458	225891428	NORBERT E MITCHELL CO INC	P O BOX 186	DANBURY	CT	06813-0186		328526	172	200(a)	8586
297459	225891832	24 7 OIL LLC	925 ORONOKE ROAD	WATERBURY	CT	06708		2830152	172	519	9578
297460	225893373	QUALITY CARRIERS INC	1208 E KENNEDY BLVD SUITE 132	TAMPA	FL	33602		76600	172	504(a)	8682
297461	225893383	BLACK LION TRANSPORT CORP	547 N FRONT STREET	READING	PA	19601		2097049	172	502(a)(1)	8680
297462	225895629	PECKHAM MATERIALS CORP	20 HAARLEM AVE	WHITE PLAINS	NY	10603-2223		24121	172	202(b)	8596
297463	225895711	PECKHAM MATERIALS CORP	20 HAARLEM AVE	WHITE PLAINS	NY	10603-2223		24121	172	202(a)(5)	8595
297464	225896475	FRANCIS P GLASSER	17 CHERRY STREET	MASSAPEQUA	NY	11758		2781802	173	24(b)	9588
297465	225900904	KENAN TRANSPORT LLC	4366 MT PLEASANT ST NW	N CANTON	OH	44720		90831	172	516(c)(6)	9576
297472	225912505	VEOLIA ES TECHNICAL SOLUTIONS	1 EDEN LANE	FLANDERS	NJ	07836			172	203(k)	8617
297474	225912851	CELADON TRUCKING SERVICES INC	9503 EAST 33RD STREET	INDIANAPOLIS	IN	46235		261902	172	504(a)	8682
297476	225913239	ALPINE POWER SYSTEMS INC	24355 CAPITOL AVE	REDFORD	MI	48239-2426		585924	172	202(a)(3)	8593
297477	225914153	BASF CORPORATION	9565 LOGISTICS CT	COLUMBUS	OH	43217			172	504(a)	8682
297478	225914996	SHOCO OIL INC	P O  BOX 867	BRIGHTON	CO	80601		239966	172	516(c)(6)	9576
297479	225915084	HARTMAN BROTHERS INC	524 N 1ST	MONTROSE	CO	81401		320868	172	200(a)	8586
297481	225915168	MONUMENT OIL COMPANY	560 COLORADO AVENUE	GRAND JUNCTION	CO	81501-2606		118534	172	202(a)(5)	8595
297482	225915171	SUNCOR GJ PRODUCTS	2230 RAILROAD AVE	GRAND JUNCTION	CO	81505			172	202(a)(5)	8595
297483	225915540	SHOCO OIL INC	P O  BOX 867	BRIGHTON	CO	80601		239966	172	202(a)(1)	8591
297484	225915579	DPC INDUSTRIES INC	PO BOX 130468	HOUSTON	TX	77219-0468		207962	172	519	9578
297485	225916153	WALLACE OIL COMPANY	P O BOX 766	LA JUNTA	CO	81050		182734	172	516(c)(6)	9576
297489	225917162	VALLEY WIDE COOPERATIVE	1833 S LINCOLN	JEROME	ID	83338		217694	172	200(a)	8586
297492	225919536	KIVA ENERGY INC	1262 DUPONT CT	MANTECA	CA	95336		467520	180	605(k)	256520
297493	225919981	AG AIR INC	205 N PARISH AVE	JOHNSTOWN	CO	80534		322504	172	201(d)	8590
297494	225934158	UNITED PUMPING SERVICE INC	14000 E  VALLEY BLVD	CITY OF INDUSTRY	CA	91746		217582	172	600(c)	9579
